AGENT;ID;AGE;SEXE;AGE4T;PROF;RS4;HABITAT;Revenu;CP;POI  DS;PROF;RS4;probinf;probsup
AG928;22659;43;Femme;30-44 ans;Autre inactif;Oui;Maison;4;21270;1,342667;9;0;0.5;0.5
AG929;22659;43;Femme;30-44 ans;Autre inactif;Oui;Maison;4;21270;1,342667;9;0;0.5;0.5
AG930;22662;42;Femme;30-44 ans;Autre inactif;Oui;Maison;3;28200;1,342667;9;0;0.5;0.5
AG931;22662;42;Femme;30-44 ans;Autre inactif;Oui;Maison;3;28200;1,342667;9;0;0.5;0.5
AG1010;24388;43;Femme;30-44 ans;Autre inactif;Oui;Maison;7;38730;1,342667;9;0;0.5;0.5
AG1021;24833;35;Femme;30-44 ans;Autre inactif;Oui;Maison;5;86120;1,389009;9;0;0.5;0.5
AG1055;25631;39;Femme;30-44 ans;Autre inactif;Oui;Maison;4;85320;1,389009;9;0;0.5;0.5
AG1069;26057;41;Femme;30-44 ans;Autre inactif;Oui;Maison;7;38440;1,342667;9;0;0.5;0.5
AG1070;26057;41;Femme;30-44 ans;Autre inactif;Oui;Maison;7;38440;1,342667;9;0;0.5;0.5
AG1236;30061;44;Femme;30-44 ans;Autre inactif;Oui;Maison;4;77320;1,342667;9;0;0.5;0.5
AG1332;32286;42;Femme;30-44 ans;Autre inactif;Oui;Maison;6;10510;1,16613;9;0;0.5;0.5
AG1333;32286;42;Femme;30-44 ans;Autre inactif;Oui;Maison;6;10510;1,16613;9;0;0.5;0.5
AG1334;32286;42;Femme;30-44 ans;Autre inactif;Oui;Maison;6;10510;1,16613;9;0;0.5;0.5
AG1352;32888;35;Femme;30-44 ans;Autre inactif;Oui;Maison;3;51320;1,342667;9;0;0.5;0.5
AG1507;37953;35;Femme;30-44 ans;Autre inactif;Oui;Maison;3;57430;1,342667;9;0;0.5;0.5
AG1587;40369;44;Femme;30-44 ans;Autre inactif;Oui;Maison;5;50340;1,389009;9;0;0.5;0.5
AG1588;40369;44;Femme;30-44 ans;Autre inactif;Oui;Maison;5;50340;1,389009;9;0;0.5;0.5
AG1960;52205;40;Femme;30-44 ans;Autre inactif;Oui;Maison;3;89460;1,342667;9;0;0.5;0.5
AG1961;52205;40;Femme;30-44 ans;Autre inactif;Oui;Maison;3;89460;1,342667;9;0;0.5;0.5
AG2016;53916;34;Femme;30-44 ans;Autre inactif;Oui;Maison;4;73220;1,342667;9;0;0.5;0.5
AG2194;60745;37;Femme;30-44 ans;Autre inactif;Oui;Maison;3;17400;1,206379;9;0;0.5;0.5
AG467;10464;32;Femme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;7;75014;0,994114;3;1;0.21;0.94
AG876;21382;44;Femme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;5;27200;0,873478;3;0;0.21;0.94
AG877;21382;44;Femme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;5;27200;0,873478;3;0;0.21;0.94
AG1607;40761;37;Femme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;7;76120;0,88894;3;0;0.21;0.94
AG57;1396;44;Femme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;4;17170;1,082663;3;2;0.21;0.99
AG383;8985;40;Femme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;9;72000;0,919622;3;1;0.21;0.99
AG671;15953;31;Femme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;4;45400;1,046541;3;0;0.21;0.99
AG1077;26358;32;Femme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;7;78600;0,994114;3;0;0.21;0.99
AG1312;31417;30;Femme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;9;31140;0,919622;3;0;0.21;0.99
AG1652;41877;32;Femme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;4;80100;0,873478;3;0;0.21;0.99
AG1762;44916;39;Femme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;7;25870;0,88894;3;0;0.21;0.99
AG1841;48741;39;Femme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;7;54500;0,88894;3;0;0.21;0.99
AG1469;36871;37;Femme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Appartement;8;75012;0,994114;3;0;0.52;0.99
AG275;6510;38;Femme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;7;27600;1,046541;3;2;0.21;0.99
AG276;6510;38;Femme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;7;27600;1,046541;3;2;0.21;0.99
AG284;6565;37;Femme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;7;49110;0,940311;3;2;0.21;0.99
AG587;13277;42;Femme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;6;2500;0,908939;3;0;0.21;0.99
AG726;18148;34;Femme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;8;77150;0,994114;3;0;0.21;0.99
AG878;21393;44;Femme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;6;56330;0,940311;3;0;0.21;0.99
AG879;21393;44;Femme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;6;56330;0,940311;3;0;0.21;0.99
AG1184;29181;41;Femme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;7;21560;1,046541;3;0;0.21;0.99
AG1185;29181;41;Femme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;7;21560;1,046541;3;0;0.21;0.99
AG1197;29393;39;Femme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;9;83630;1,059154;3;0;0.21;0.99
AG1198;29393;39;Femme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;9;83630;1,059154;3;0;0.21;0.99
AG1496;37550;30;Femme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;6;60840;1,046541;3;0;0.21;0.99
AG1497;37550;30;Femme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;6;60840;1,046541;3;0;0.21;0.99
AG1585;40359;43;Femme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;7;74150;1,046541;3;0;0.21;0.99
AG1586;40359;43;Femme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;7;74150;1,046541;3;0;0.21;0.99
AG1613;40964;44;Femme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;3;59133;1,046541;3;0;0.21;0.99
AG1651;41877;32;Femme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;4;80100;0,873478;3;0;0.21;0.99
AG1770;45182;43;Femme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;8;94230;0,994114;3;0;0.21;0.99
AG1771;45182;43;Femme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;8;94230;0,994114;3;0;0.21;0.99
AG1842;48741;39;Femme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;7;54500;0,88894;3;0;0.21;0.99
AG446;10120;44;Femme;30-44 ans;Commer̤ant, artisan, chef d'entreprise, travailleur independant;Non;Maison;5;11480;1,059154;2;2;0.5;0.5
AG447;10120;44;Femme;30-44 ans;Commer̤ant, artisan, chef d'entreprise, travailleur independant;Non;Maison;5;11480;1,059154;2;2;0.5;0.5
AG903;22011;41;Femme;30-44 ans;Commer̤ant, artisan, chef d'entreprise, travailleur independant;Oui;Appartement;6;74000;0,88894;2;0;0.5;0.5
AG1084;26574;33;Femme;30-44 ans;Commer̤ant, artisan, chef d'entreprise, travailleur independant;Oui;Appartement;4;59500;0,88894;2;0;0.5;0.5
AG2;62;44;Femme;30-44 ans;Commer̤ant, artisan, chef d'entreprise, travailleur independant;Oui;Maison;6;85600;1,082663;2;1;0.5;0.5
AG3;62;44;Femme;30-44 ans;Commer̤ant, artisan, chef d'entreprise, travailleur independant;Oui;Maison;6;85600;1,082663;2;1;0.5;0.5
AG387;9098;38;Femme;30-44 ans;Commer̤ant, artisan, chef d'entreprise, travailleur independant;Oui;Maison;5;5230;1,046541;2;2;0.5;0.5
AG1409;34938;39;Femme;30-44 ans;Commer̤ant, artisan, chef d'entreprise, travailleur independant;Oui;Maison;4;17240;1,082663;2;0;0.5;0.5
AG1988;53094;40;Femme;30-44 ans;Commer̤ant, artisan, chef d'entreprise, travailleur independant;Oui;Maison;5;28240;0,908939;2;0;0.5;0.5
AG2057;55345;37;Femme;30-44 ans;Commer̤ant, artisan, chef d'entreprise, travailleur independant;Oui;Maison;4;11500;0,919894;2;0;0.5;0.5
AG2058;55345;37;Femme;30-44 ans;Commer̤ant, artisan, chef d'entreprise, travailleur independant;Oui;Maison;4;11500;0,919894;2;0;0.5;0.5
AG1115;27473;34;Femme;30-44 ans;Eleve, etudiant;Non;Appartement;1;75012;1,275405;7;0;0.68;0.84
AG1116;27473;34;Femme;30-44 ans;Eleve, etudiant;Non;Appartement;1;75012;1,275405;7;0;0.68;0.84
AG2155;59201;34;Femme;30-44 ans;Eleve, etudiant;Non;Maison;6;62240;1,16613;7;0;0.5;0.5
AG51;1198;35;Femme;30-44 ans;Employe, personnel de service;Non;Appartement;3;11800;1,027635;5;2;0.35;0.96
AG237;5526;44;Femme;30-44 ans;Employe, personnel de service;Non;Appartement;4;84000;0,892255;5;1;0.35;0.96
AG273;6406;43;Femme;30-44 ans;Employe, personnel de service;Non;Appartement;9;74100;0,862486;5;2;0.35;0.96
AG532;11845;31;Femme;30-44 ans;Employe, personnel de service;Non;Appartement;1;31100;0,892255;5;2;0.35;0.96
AG604;13688;35;Femme;30-44 ans;Employe, personnel de service;Non;Appartement;2;51100;0,862486;5;0;0.35;0.96
AG605;13688;35;Femme;30-44 ans;Employe, personnel de service;Non;Appartement;2;51100;0,862486;5;0;0.35;0.96
AG839;20631;42;Femme;30-44 ans;Employe, personnel de service;Non;Appartement;4;54200;0,847484;5;0;0.35;0.96
AG970;23498;31;Femme;30-44 ans;Employe, personnel de service;Non;Appartement;3;77600;0,96453;5;0;0.35;0.96
AG981;23709;34;Femme;30-44 ans;Employe, personnel de service;Non;Appartement;4;80000;0,862486;5;0;0.35;0.96
AG982;23709;34;Femme;30-44 ans;Employe, personnel de service;Non;Appartement;4;80000;0,862486;5;0;0.35;0.96
AG1105;27278;44;Femme;30-44 ans;Employe, personnel de service;Non;Appartement;3;77210;0,847484;5;0;0.35;0.96
AG1106;27278;44;Femme;30-44 ans;Employe, personnel de service;Non;Appartement;3;77210;0,847484;5;0;0.35;0.96
AG1153;28294;35;Femme;30-44 ans;Employe, personnel de service;Non;Appartement;5;33320;0,892255;5;0;0.35;0.96
AG1294;31158;34;Femme;30-44 ans;Employe, personnel de service;Non;Appartement;7;12100;0,876736;5;0;0.35;0.96
AG1305;31321;30;Femme;30-44 ans;Employe, personnel de service;Non;Appartement;3;67580;1,015397;5;0;0.35;0.96
AG1306;31321;30;Femme;30-44 ans;Employe, personnel de service;Non;Appartement;3;67580;1,015397;5;0;0.35;0.96
AG1860;49139;32;Femme;30-44 ans;Employe, personnel de service;Non;Appartement;5;83500;0,872881;5;0;0.35;0.96
AG1864;49190;38;Femme;30-44 ans;Employe, personnel de service;Non;Appartement;5;72000;0,892255;5;0;0.35;0.96
AG1890;49766;33;Femme;30-44 ans;Employe, personnel de service;Non;Appartement;5;76120;0,862486;5;0;0.35;0.96
AG1891;49766;33;Femme;30-44 ans;Employe, personnel de service;Non;Appartement;5;76120;0,862486;5;0;0.35;0.96
AG1956;52183;30;Femme;30-44 ans;Employe, personnel de service;Non;Appartement;3;52100;0,847484;5;0;0.35;0.96
AG2081;56321;33;Femme;30-44 ans;Employe, personnel de service;Non;Appartement;4;77200;0,96453;5;0;0.35;0.96
AG2097;56714;39;Femme;30-44 ans;Employe, personnel de service;Non;Appartement;7;68170;0,862486;5;0;0.35;0.96
AG2141;58391;33;Femme;30-44 ans;Employe, personnel de service;Non;Appartement;1;72100;0,892255;5;0;0.35;0.96
AG2142;58391;33;Femme;30-44 ans;Employe, personnel de service;Non;Appartement;1;72100;0,892255;5;0;0.35;0.96
AG1;15;32;Femme;30-44 ans;Employe, personnel de service;Non;Maison;6;37110;1,050444;5;2;0.2;0.95
AG655;15575;43;Femme;30-44 ans;Employe, personnel de service;Non;Maison;5;44540;0,912329;5;0;0.2;0.95
AG690;16690;30;Femme;30-44 ans;Employe, personnel de service;Non;Maison;4;55800;0,88189;5;0;0.2;0.95
AG1008;24311;37;Femme;30-44 ans;Employe, personnel de service;Non;Maison;8;84800;0,892255;5;0;0.2;0.95
AG1009;24311;37;Femme;30-44 ans;Employe, personnel de service;Non;Maison;8;84800;0,892255;5;0;0.2;0.95
AG1114;27402;44;Femme;30-44 ans;Employe, personnel de service;Non;Maison;6;6220;0,872881;5;0;0.2;0.95
AG1276;30882;33;Femme;30-44 ans;Employe, personnel de service;Non;Maison;6;78630;1,015397;5;0;0.2;0.95
AG1433;35572;43;Femme;30-44 ans;Employe, personnel de service;Non;Maison;2;80600;0,88189;5;0;0.2;0.95
AG1745;44463;41;Femme;30-44 ans;Employe, personnel de service;Non;Maison;9;84800;0,892255;5;0;0.2;0.95
AG1784;46001;44;Femme;30-44 ans;Employe, personnel de service;Non;Maison;8;7210;0,912329;5;0;0.2;0.95
AG1810;46777;37;Femme;30-44 ans;Employe, personnel de service;Non;Maison;7;71100;0,847484;5;0;0.2;0.95
AG1851;48959;40;Femme;30-44 ans;Employe, personnel de service;Non;Maison;7;95380;1,015397;5;0;0.2;0.95
AG1880;49494;38;Femme;30-44 ans;Employe, personnel de service;Non;Maison;4;59287;0,862486;5;0;0.2;0.95
AG1968;52409;39;Femme;30-44 ans;Employe, personnel de service;Non;Maison;9;63360;0,862486;5;0;0.2;0.95
AG1969;52409;39;Femme;30-44 ans;Employe, personnel de service;Non;Maison;9;63360;0,862486;5;0;0.2;0.95
AG1981;52862;42;Femme;30-44 ans;Employe, personnel de service;Non;Maison;5;76750;1,015397;5;0;0.2;0.95
AG1986;53084;39;Femme;30-44 ans;Employe, personnel de service;Non;Maison;7;95610;0,96453;5;0;0.2;0.95
AG2002;53418;33;Femme;30-44 ans;Employe, personnel de service;Non;Maison;6;33000;0,892255;5;0;0.2;0.95
AG2039;54789;39;Femme;30-44 ans;Employe, personnel de service;Non;Maison;6;24130;0,876736;5;0;0.2;0.95
AG2079;56295;40;Femme;30-44 ans;Employe, personnel de service;Non;Maison;7;47390;0,912329;5;0;0.2;0.95
AG2080;56295;40;Femme;30-44 ans;Employe, personnel de service;Non;Maison;7;47390;0,912329;5;0;0.2;0.95
AG2101;56740;34;Femme;30-44 ans;Employe, personnel de service;Non;Maison;5;17540;1,050444;5;0;0.2;0.95
AG2366;62227;40;Femme;30-44 ans;Employe, personnel de service;Non;Maison;5;9100;0,876736;5;0;0.2;0.95
AG675;16158;33;Femme;30-44 ans;Employe, personnel de service;Oui;Appartement;4;80500;0,88189;5;0;0.2;0.96
AG676;16158;33;Femme;30-44 ans;Employe, personnel de service;Oui;Appartement;4;80500;0,88189;5;0;0.2;0.96
AG709;17674;32;Femme;30-44 ans;Employe, personnel de service;Oui;Appartement;9;93290;0,96453;5;0;0.2;0.96
AG710;17674;32;Femme;30-44 ans;Employe, personnel de service;Oui;Appartement;9;93290;0,96453;5;0;0.2;0.96
AG755;18917;43;Femme;30-44 ans;Employe, personnel de service;Oui;Appartement;4;77330;0,96453;5;0;0.2;0.96
AG756;18917;43;Femme;30-44 ans;Employe, personnel de service;Oui;Appartement;4;77330;0,96453;5;0;0.2;0.96
AG757;18917;43;Femme;30-44 ans;Employe, personnel de service;Oui;Appartement;4;77330;0,96453;5;0;0.2;0.96
AG898;21999;36;Femme;30-44 ans;Employe, personnel de service;Oui;Appartement;3;40230;0,912329;5;0;0.2;0.96
AG899;21999;36;Femme;30-44 ans;Employe, personnel de service;Oui;Appartement;3;40230;0,912329;5;0;0.2;0.96
AG1520;38480;35;Femme;30-44 ans;Employe, personnel de service;Oui;Appartement;3;76600;0,862486;5;0;0.2;0.96
AG1521;38480;35;Femme;30-44 ans;Employe, personnel de service;Oui;Appartement;3;76600;0,862486;5;0;0.2;0.96
AG1631;41403;42;Femme;30-44 ans;Employe, personnel de service;Oui;Appartement;3;78190;0,96453;5;0;0.2;0.96
AG1822;47692;38;Femme;30-44 ans;Employe, personnel de service;Oui;Appartement;6;69500;0,862486;5;0;0.2;0.96
AG1823;47692;38;Femme;30-44 ans;Employe, personnel de service;Oui;Appartement;6;69500;0,862486;5;0;0.2;0.96
AG1859;49139;32;Femme;30-44 ans;Employe, personnel de service;Oui;Appartement;5;83500;0,872881;5;0;0.2;0.96
AG1865;49190;38;Femme;30-44 ans;Employe, personnel de service;Oui;Appartement;5;72000;0,892255;5;0;0.2;0.96
AG1867;49212;36;Femme;30-44 ans;Employe, personnel de service;Oui;Appartement;3;94500;0,96453;5;0;0.2;0.96
AG1992;53176;31;Femme;30-44 ans;Employe, personnel de service;Oui;Appartement;3;80132;1,015397;5;0;0.2;0.96
AG2014;53782;33;Femme;30-44 ans;Employe, personnel de service;Oui;Appartement;6;91330;0,96453;5;0;0.2;0.96
AG2084;56347;32;Femme;30-44 ans;Employe, personnel de service;Oui;Appartement;7;69500;0,862486;5;0;0.2;0.96
AG2085;56347;32;Femme;30-44 ans;Employe, personnel de service;Oui;Appartement;7;69500;0,862486;5;0;0.2;0.96
AG2098;56730;35;Femme;30-44 ans;Employe, personnel de service;Oui;Appartement;4;21850;0,862486;5;0;0.2;0.96
AG2099;56730;35;Femme;30-44 ans;Employe, personnel de service;Oui;Appartement;4;21850;0,862486;5;0;0.2;0.96
AG7;145;35;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;5;30100;0,857699;5;1;0.2;0.84
AG164;3947;42;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;6;53260;1,050444;5;1;0.2;0.84
AG259;6057;43;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;3;63270;0,88189;5;2;0.2;0.84
AG260;6057;43;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;3;63270;0,88189;5;2;0.2;0.84
AG416;9616;38;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;2;33620;0,912329;5;1;0.2;0.84
AG417;9616;38;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;2;33620;0,912329;5;2;0.2;0.84
AG457;10241;37;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;5;52270;1,015397;5;2;0.2;0.84
AG458;10241;37;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;5;52270;1,015397;5;2;0.2;0.84
AG511;11401;33;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;5;86140;0,912329;5;2;0.2;0.84
AG522;11604;44;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;5;89500;1,015397;5;2;0.2;0.84
AG609;13806;35;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;5;1300;1,015397;5;0;0.2;0.84
AG634;14565;41;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;6;38080;1,015397;5;0;0.2;0.84
AG635;14565;41;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;6;38080;1,015397;5;0;0.2;0.84
AG642;15081;35;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;3;4000;1,050444;5;0;0.2;0.84
AG665;15861;44;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;6;11390;1,027635;5;0;0.2;0.84
AG822;20365;30;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;6;50500;1,050444;5;0;0.2;0.84
AG1016;24634;39;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;5;63460;1,015397;5;0;0.2;0.84
AG1059;25748;37;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;6;50510;1,050444;5;0;0.2;0.84
AG1079;26414;37;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;9;14270;0,88189;5;0;0.2;0.84
AG1090;26662;41;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;5;70800;1,015397;5;0;0.2;0.84
AG1091;26662;41;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;5;70800;1,015397;5;0;0.2;0.84
AG1158;28450;41;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;6;25340;1,015397;5;0;0.2;0.84
AG1233;30034;40;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;5;85310;1,050444;5;0;0.2;0.84
AG1234;30034;40;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;5;85310;1,050444;5;0;0.2;0.84
AG1235;30034;40;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;5;85310;1,050444;5;0;0.2;0.84
AG1279;30932;42;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;6;59260;0,862486;5;0;0.2;0.84
AG1315;31477;34;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;5;60100;0,862486;5;0;0.2;0.84
AG1324;31739;38;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;6;17290;1,050444;5;0;0.2;0.84
AG1330;32215;44;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;6;62550;1,015397;5;0;0.2;0.84
AG1346;32594;32;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;6;14100;0,847484;5;0;0.2;0.84
AG1347;32594;32;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;6;14100;0,847484;5;0;0.2;0.84
AG1392;34369;42;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;9;85000;0,876736;5;0;0.2;0.84
AG1393;34369;42;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;9;85000;0,876736;5;0;0.2;0.84
AG1489;37482;44;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;8;50880;0,912329;5;0;0.2;0.84
AG1518;38479;38;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;6;17220;1,050444;5;0;0.2;0.84
AG1519;38479;38;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;6;17220;1,050444;5;0;0.2;0.84
AG1563;39749;40;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;7;10800;1,015397;5;0;0.2;0.84
AG1564;39749;40;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;7;10800;1,015397;5;0;0.2;0.84
AG1579;40114;43;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;6;27480;1,015397;5;0;0.2;0.84
AG1811;46777;37;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;7;71100;0,847484;5;0;0.2;0.84
AG1866;49207;42;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;7;13011;0,872881;5;0;0.2;0.84
AG1987;53084;39;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;7;95610;0,96453;5;0;0.2;0.84
AG2003;53418;33;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;6;33000;0,892255;5;0;0.2;0.84
AG2040;54789;39;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;6;24130;0,876736;5;0;0.2;0.84
AG2100;56740;34;Femme;30-44 ans;Employe, personnel de service;Oui;Maison;5;17540;1,050444;5;0;0.2;0.84
AG524;11651;36;Femme;30-44 ans;Ouvrier, ouvirier agricole;Non;Maison;5;49450;0,876736;6;1;0.5;0.5
AG525;11651;36;Femme;30-44 ans;Ouvrier, ouvirier agricole;Non;Maison;5;49450;0,876736;6;2;0.5;0.5
AG1805;46665;30;Femme;30-44 ans;Ouvrier, ouvirier agricole;Non;Maison;7;35370;1,050444;6;0;0.5;0.5
AG2213;61688;41;Femme;30-44 ans;Ouvrier, ouvirier agricole;Non;Maison;5;80240;1,015397;6;0;0.5;0.5
AG441;10046;42;Femme;30-44 ans;Ouvrier, ouvirier agricole;Oui;Maison;5;92140;0,96453;6;2;0.5;0.5
AG1011;24421;31;Femme;30-44 ans;Ouvrier, ouvirier agricole;Oui;Maison;6;28160;1,015397;6;0;0.5;0.5
AG1323;31736;34;Femme;30-44 ans;Ouvrier, ouvirier agricole;Oui;Maison;5;40410;1,050444;6;0;0.5;0.5
AG1369;33938;43;Femme;30-44 ans;Ouvrier, ouvirier agricole;Oui;Maison;3;71170;0,88189;6;0;0.5;0.5
AG418;9631;40;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Appartement;4;10300;0,88894;4;2;0.5;0.5
AG732;18402;35;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Appartement;9;92100;0,994114;4;0;0.5;0.5
AG1006;24275;43;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Appartement;4;49000;0,919622;4;0;0.5;0.5
AG1148;28144;38;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Appartement;8;92200;0,994114;4;0;0.5;0.5
AG1149;28144;38;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Appartement;8;92200;0,994114;4;0;0.5;0.5
AG1311;31394;44;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Appartement;9;92800;0,994114;4;0;0.5;0.5
AG1683;42826;43;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Appartement;5;74570;1,046541;4;0;0.5;0.5
AG1684;42826;43;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Appartement;5;74570;1,046541;4;0;0.5;0.5
AG1789;46185;36;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Appartement;9;6100;0,899654;4;0;0.5;0.5
AG1790;46237;38;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Appartement;5;52310;1,046541;4;0;0.5;0.5
AG1915;50872;32;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Appartement;7;92120;0,994114;4;0;0.5;0.5
AG1916;50872;32;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Appartement;7;92120;0,994114;4;0;0.5;0.5
AG2107;57023;43;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Appartement;7;91190;0,994114;4;0;0.5;0.5
AG2161;59446;39;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Appartement;3;1960;1,046541;4;0;0.5;0.5
AG2207;61358;30;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Appartement;4;59310;0,908939;4;0;0.5;0.5
AG2208;61358;30;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Appartement;4;59310;0,908939;4;0;0.5;0.5
AG670;15910;33;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Maison;1;83170;0,884005;4;0;0.5;0.5
AG714;17798;34;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Maison;7;49330;0,940311;4;0;0.5;0.5
AG1045;25427;41;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Maison;4;18100;0,903626;4;0;0.5;0.5
AG1189;29222;42;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Maison;7;59990;0,908939;4;0;0.5;0.5
AG1190;29222;42;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Maison;7;59990;0,908939;4;0;0.5;0.5
AG1191;29222;42;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Maison;7;59990;0,908939;4;0;0.5;0.5
AG1465;36741;40;Femme;30-44 ans;Profession intermediaire, contremątre;Non;Maison;3;29000;0,903626;4;0;0.5;0.5
