AGENT;ID;AGE;SEXE;AGE4T;PROF;RS4;HABITAT;Revenu;CP;POI  DS;PROF;RS4;probinf;probsup
AG718;17904;55;Homme;45-59 ans;Employe, personnel de service;Non;Appartement;5;76600;0,893463;5;0;0.2;0.95
AG838;20622;58;Homme;45-59 ans;Employe, personnel de service;Non;Appartement;4;76140;0,893463;5;0;0.2;0.95
AG848;20721;54;Homme;45-59 ans;Employe, personnel de service;Non;Appartement;5;35800;0,908224;5;0;0.2;0.95
AG849;20721;54;Homme;45-59 ans;Employe, personnel de service;Non;Appartement;5;35800;0,908224;5;0;0.2;0.95
AG994;23927;58;Homme;45-59 ans;Employe, personnel de service;Non;Appartement;1;57600;0,877923;5;0;0.2;0.95
AG1049;25541;58;Homme;45-59 ans;Employe, personnel de service;Non;Appartement;5;93120;0,999173;5;0;0.2;0.95
AG1128;27827;51;Homme;45-59 ans;Employe, personnel de service;Non;Appartement;8;77290;0,999173;5;0;0.2;0.95
AG1129;27827;51;Homme;45-59 ans;Employe, personnel de service;Non;Appartement;8;77290;0,999173;5;0;0.2;0.95
AG1155;28340;46;Homme;45-59 ans;Employe, personnel de service;Non;Appartement;4;26200;0,908224;5;0;0.2;0.95
AG2060;55361;47;Homme;45-59 ans;Employe, personnel de service;Non;Appartement;8;75001;0,999173;5;0;0.2;0.95
AG2181;60222;59;Homme;45-59 ans;Employe, personnel de service;Non;Appartement;7;75011;0,999173;5;0;0.2;0.95
AG217;4956;55;Homme;45-59 ans;Employe, personnel de service;Non;Maison;7;95300;0,999173;5;2;0.2;0.84
AG464;10427;48;Homme;45-59 ans;Employe, personnel de service;Non;Maison;4;2100;0,877923;5;2;0.2;0.84
AG465;10427;48;Homme;45-59 ans;Employe, personnel de service;Non;Maison;4;2100;0,877923;5;2;0.2;0.84
AG517;11517;57;Homme;45-59 ans;Employe, personnel de service;Non;Maison;5;25870;0,913564;5;1;0.2;0.84
AG832;20500;57;Homme;45-59 ans;Employe, personnel de service;Non;Maison;3;29430;0,945096;5;0;0.2;0.84
AG833;20500;57;Homme;45-59 ans;Employe, personnel de service;Non;Maison;3;29430;0,945096;5;0;0.2;0.84
AG905;22029;54;Homme;45-59 ans;Employe, personnel de service;Non;Maison;7;45150;1,051866;5;0;0.2;0.84
AG989;23852;47;Homme;45-59 ans;Employe, personnel de service;Non;Maison;5;22300;0,908224;5;0;0.2;0.84
AG1028;24907;55;Homme;45-59 ans;Employe, personnel de service;Non;Maison;7;93220;0,999173;5;0;0.2;0.84
AG1151;28180;46;Homme;45-59 ans;Employe, personnel de service;Non;Maison;5;29100;0,945096;5;0;0.2;0.84
AG1458;36382;50;Homme;45-59 ans;Employe, personnel de service;Non;Maison;7;34300;0,888504;5;0;0.2;0.84
AG1730;43777;51;Homme;45-59 ans;Employe, personnel de service;Non;Maison;8;40090;1,088172;5;0;0.2;0.84
AG1938;51566;48;Homme;45-59 ans;Employe, personnel de service;Non;Maison;7;60380;1,051866;5;0;0.2;0.84
AG1939;51566;48;Homme;45-59 ans;Employe, personnel de service;Non;Maison;7;60380;1,051866;5;0;0.2;0.84
AG2023;54125;58;Homme;45-59 ans;Employe, personnel de service;Non;Maison;9;4200;0,945096;5;0;0.2;0.84
AG2078;56254;59;Homme;45-59 ans;Employe, personnel de service;Non;Maison;9;17750;0,945096;5;0;0.2;0.84
AG2140;58388;58;Homme;45-59 ans;Employe, personnel de service;Non;Maison;1;11300;1,064544;5;0;0.2;0.84
AG113;2657;55;Homme;45-59 ans;Employe, personnel de service;Oui;Appartement;7;94300;0,999173;5;2;0.5;0.5
AG1150;28177;59;Homme;45-59 ans;Employe, personnel de service;Oui;Appartement;4;51100;0,893463;5;0;0.5;0.5
AG1396;34481;49;Homme;45-59 ans;Employe, personnel de service;Oui;Appartement;7;78300;0,999173;5;0;0.5;0.5
AG1397;34481;49;Homme;45-59 ans;Employe, personnel de service;Oui;Appartement;7;78300;0,999173;5;0;0.5;0.5
AG2041;54824;51;Homme;45-59 ans;Employe, personnel de service;Oui;Appartement;4;94000;0,999173;5;0;0.5;0.5
AG42;827;51;Homme;45-59 ans;Employe, personnel de service;Oui;Maison;5;95210;0,999173;5;2;0.2;0.84
AG353;8344;52;Homme;45-59 ans;Employe, personnel de service;Oui;Maison;8;35830;0,945096;5;1;0.2;0.84
AG412;9567;52;Homme;45-59 ans;Employe, personnel de service;Oui;Maison;7;13015;0,904232;5;2;0.2;0.84
AG413;9567;52;Homme;45-59 ans;Employe, personnel de service;Oui;Maison;7;13015;0,904232;5;2;0.2;0.84
AG414;9567;52;Homme;45-59 ans;Employe, personnel de service;Oui;Maison;7;13015;0,904232;5;2;0.2;0.84
AG452;10155;49;Homme;45-59 ans;Employe, personnel de service;Oui;Maison;5;27930;1,051866;5;2;0.2;0.84
AG678;16260;49;Homme;45-59 ans;Employe, personnel de service;Oui;Maison;5;20243;0,924575;5;0;0.2;0.84
AG679;16260;49;Homme;45-59 ans;Employe, personnel de service;Oui;Maison;5;20243;0,924575;5;0;0.2;0.84
AG680;16260;49;Homme;45-59 ans;Employe, personnel de service;Oui;Maison;5;20243;0,924575;5;0;0.2;0.84
AG851;20747;48;Homme;45-59 ans;Employe, personnel de service;Oui;Maison;6;57410;1,051866;5;0;0.2;0.84
AG852;20747;48;Homme;45-59 ans;Employe, personnel de service;Oui;Maison;6;57410;1,051866;5;0;0.2;0.84
AG1030;24933;52;Homme;45-59 ans;Employe, personnel de service;Oui;Maison;6;34470;0,904232;5;0;0.2;0.84
AG1031;24933;52;Homme;45-59 ans;Employe, personnel de service;Oui;Maison;6;34470;0,904232;5;0;0.2;0.84
AG1032;24933;52;Homme;45-59 ans;Employe, personnel de service;Oui;Maison;6;34470;0,904232;5;0;0.2;0.84
AG1386;34262;53;Homme;45-59 ans;Employe, personnel de service;Oui;Maison;5;26260;1,088172;5;0;0.2;0.84
AG1498;37598;47;Homme;45-59 ans;Employe, personnel de service;Oui;Maison;4;1250;1,051866;5;0;0.2;0.84
AG1499;37598;47;Homme;45-59 ans;Employe, personnel de service;Oui;Maison;4;1250;1,051866;5;0;0.2;0.84
AG1502;37667;45;Homme;45-59 ans;Employe, personnel de service;Oui;Maison;6;62123;1,051866;5;0;0.2;0.84
AG1532;38877;52;Homme;45-59 ans;Employe, personnel de service;Oui;Maison;7;50400;0,908224;5;0;0.2;0.84
AG1601;40714;51;Homme;45-59 ans;Employe, personnel de service;Oui;Maison;9;34620;0,924575;5;0;0.2;0.84
AG1602;40714;51;Homme;45-59 ans;Employe, personnel de service;Oui;Maison;9;34620;0,924575;5;0;0.2;0.84
AG1731;43777;51;Homme;45-59 ans;Employe, personnel de service;Oui;Maison;8;40090;1,088172;5;0;0.2;0.84
AG2049;55166;50;Homme;45-59 ans;Employe, personnel de service;Oui;Maison;5;51150;1,051866;5;0;0.2;0.84
AG508;11379;59;Homme;45-59 ans;Ouvrier, ouvirier agricole;Non;Appartement;6;57600;0,877923;6;2;0.5;0.5
AG509;11379;59;Homme;45-59 ans;Ouvrier, ouvirier agricole;Non;Appartement;6;57600;0,877923;6;2;0.5;0.5
AG829;20448;54;Homme;45-59 ans;Ouvrier, ouvirier agricole;Non;Appartement;9;33800;0,924301;6;0;0.5;0.5
AG830;20448;54;Homme;45-59 ans;Ouvrier, ouvirier agricole;Non;Appartement;9;33800;0,924301;6;0;0.5;0.5
AG867;21005;56;Homme;45-59 ans;Ouvrier, ouvirier agricole;Non;Appartement;7;94360;0,999173;6;0;0.5;0.5
AG1297;31208;53;Homme;45-59 ans;Ouvrier, ouvirier agricole;Non;Appartement;7;92600;0,999173;6;0;0.5;0.5
AG1298;31208;53;Homme;45-59 ans;Ouvrier, ouvirier agricole;Non;Appartement;7;92600;0,999173;6;0;0.5;0.5
AG1616;41077;56;Homme;45-59 ans;Ouvrier, ouvirier agricole;Non;Appartement;4;60500;0,877923;6;0;0.5;0.5
AG1837;48650;48;Homme;45-59 ans;Ouvrier, ouvirier agricole;Non;Appartement;1;35520;0,945096;6;0;0.5;0.5
AG1912;50730;48;Homme;45-59 ans;Ouvrier, ouvirier agricole;Non;Appartement;4;35000;0,924301;6;0;0.5;0.5
AG406;9436;58;Homme;45-59 ans;Ouvrier, ouvirier agricole;Non;Maison;6;57905;1,051866;6;2;0.5;0.5
AG407;9436;58;Homme;45-59 ans;Ouvrier, ouvirier agricole;Non;Maison;6;57905;1,051866;6;1;0.5;0.5
AG666;15869;53;Homme;45-59 ans;Ouvrier, ouvirier agricole;Non;Maison;4;36120;1,088172;6;0;0.5;0.5
AG667;15869;53;Homme;45-59 ans;Ouvrier, ouvirier agricole;Non;Maison;4;36120;1,088172;6;0;0.5;0.5
AG697;17095;54;Homme;45-59 ans;Ouvrier, ouvirier agricole;Non;Maison;5;59400;0,877923;6;0;0.5;0.5
AG797;20059;50;Homme;45-59 ans;Ouvrier, ouvirier agricole;Non;Maison;9;59690;0,893463;6;0;0.5;0.5
AG1194;29337;45;Homme;45-59 ans;Ouvrier, ouvirier agricole;Non;Maison;5;44220;0,924301;6;0;0.5;0.5
AG1200;29456;46;Homme;45-59 ans;Ouvrier, ouvirier agricole;Non;Maison;7;62660;0,893463;6;0;0.5;0.5
AG1201;29456;46;Homme;45-59 ans;Ouvrier, ouvirier agricole;Non;Maison;7;62660;0,893463;6;0;0.5;0.5
AG1204;29508;54;Homme;45-59 ans;Ouvrier, ouvirier agricole;Non;Maison;9;16700;0,945096;6;0;0.5;0.5
AG1385;34253;59;Homme;45-59 ans;Ouvrier, ouvirier agricole;Non;Maison;8;33370;1,088172;6;0;0.5;0.5
AG1419;35033;57;Homme;45-59 ans;Ouvrier, ouvirier agricole;Non;Maison;2;21320;1,051866;6;0;0.5;0.5
AG1675;42557;59;Homme;45-59 ans;Ouvrier, ouvirier agricole;Non;Maison;3;77130;0,913564;6;0;0.5;0.5
AG1676;42557;59;Homme;45-59 ans;Ouvrier, ouvirier agricole;Non;Maison;3;77130;0,913564;6;0;0.5;0.5
AG1870;49228;58;Homme;45-59 ans;Ouvrier, ouvirier agricole;Non;Maison;7;29600;0,908224;6;0;0.5;0.5
AG2006;53494;52;Homme;45-59 ans;Ouvrier, ouvirier agricole;Non;Maison;5;40410;1,088172;6;0;0.5;0.5
AG1042;25224;46;Homme;45-59 ans;Ouvrier, ouvirier agricole;Oui;Appartement;7;93100;0,999173;6;0;0.5;0.5
AG203;4674;55;Homme;45-59 ans;Ouvrier, ouvirier agricole;Oui;Maison;5;49120;0,908224;6;1;0.5;0.5
AG204;4674;55;Homme;45-59 ans;Ouvrier, ouvirier agricole;Oui;Maison;5;49120;0,908224;6;2;0.5;0.5
AG205;4674;55;Homme;45-59 ans;Ouvrier, ouvirier agricole;Oui;Maison;5;49120;0,908224;6;2;0.5;0.5
AG837;20602;56;Homme;45-59 ans;Ouvrier, ouvirier agricole;Oui;Maison;6;53500;0,945096;6;0;0.5;0.5
AG923;22546;53;Homme;45-59 ans;Ouvrier, ouvirier agricole;Oui;Maison;5;24000;0,908224;6;0;0.5;0.5
AG1337;32400;50;Homme;45-59 ans;Ouvrier, ouvirier agricole;Oui;Maison;5;59980;1,051866;6;0;0.5;0.5
AG1338;32400;50;Homme;45-59 ans;Ouvrier, ouvirier agricole;Oui;Maison;5;59980;1,051866;6;0;0.5;0.5
AG1622;41302;47;Homme;45-59 ans;Ouvrier, ouvirier agricole;Oui;Maison;7;70110;1,051866;6;0;0.5;0.5
AG73;1979;59;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Appartement;7;78260;1,029818;4;2;0.5;0.5
AG75;1986;56;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Appartement;5;37100;0,952651;4;2;0.5;0.5
AG76;1986;56;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Appartement;5;37100;0,952651;4;2;0.5;0.5
AG473;10614;47;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Appartement;5;59000;0,920867;4;2;0.5;0.5
AG474;10614;47;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Appartement;5;59000;0,920867;4;2;0.5;0.5
AG622;14144;58;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Appartement;7;35135;0,952651;4;0;0.5;0.5
AG790;19995;58;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Appartement;1;37000;0,952651;4;0;0.5;0.5
AG1269;30730;56;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Appartement;9;75011;1,029818;4;0;0.5;0.5
AG1270;30730;56;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Appartement;9;75011;1,029818;4;0;0.5;0.5
AG1308;31374;55;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Appartement;7;34070;0,931966;4;0;0.5;0.5
AG1517;38478;51;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Appartement;8;75010;1,029818;4;0;0.5;0.5
AG1544;39291;56;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Appartement;6;2600;0,941585;4;0;0.5;0.5
AG1545;39291;56;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Appartement;6;2600;0,941585;4;0;0.5;0.5
AG1546;39291;56;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Appartement;6;2600;0,941585;4;0;0.5;0.5
AG1700;43311;45;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Appartement;8;33400;0,952651;4;0;0.5;0.5
AG1775;45430;50;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Appartement;7;75016;1,029818;4;0;0.5;0.5
AG1872;49261;50;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Appartement;5;77140;0,90485;4;0;0.5;0.5
AG1873;49261;50;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Appartement;5;77140;0,90485;4;0;0.5;0.5
AG1874;49261;50;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Appartement;5;77140;0,90485;4;0;0.5;0.5
AG1899;50047;53;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Appartement;7;13006;0,931966;4;0;0.5;0.5
AG2165;59533;47;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Appartement;7;59240;0,920867;4;0;0.5;0.5
AG86;2170;57;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;7;33600;0,952651;4;2;0.5;0.5
AG157;3873;58;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;7;75018;1,029818;4;2;0.5;0.5
AG158;3873;58;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;7;75018;1,029818;4;2;0.5;0.5
AG395;9251;56;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;5;13150;0,915755;4;2;0.5;0.5
AG400;9294;46;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;5;38570;0,941585;4;2;0.5;0.5
AG801;20122;52;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;7;76190;1,084129;4;0;0.5;0.5
AG802;20122;52;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;7;76190;1,084129;4;0;0.5;0.5
AG880;21441;51;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;7;66500;1,097195;4;0;0.5;0.5
AG926;22602;47;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;7;44430;1,121548;4;0;0.5;0.5
AG978;23589;57;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;5;30260;1,097195;4;0;0.5;0.5
AG1379;34156;53;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;5;51100;0,920867;4;0;0.5;0.5
AG1436;35609;53;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;7;13009;0,931966;4;0;0.5;0.5
AG1437;35609;53;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;7;13009;0,931966;4;0;0.5;0.5
AG1580;40200;51;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;6;40120;0,974084;4;0;0.5;0.5
AG1643;41717;58;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;7;33380;0,974084;4;0;0.5;0.5
AG1644;41717;58;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;7;33380;0,974084;4;0;0.5;0.5
AG1702;43316;50;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;7;31620;0,974084;4;0;0.5;0.5
AG1713;43495;59;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;6;12390;1,121548;4;0;0.5;0.5
AG1862;49176;56;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;8;62250;1,084129;4;0;0.5;0.5
AG1863;49176;56;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;8;62250;1,084129;4;0;0.5;0.5
AG1946;51691;59;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;6;29700;0,936081;4;0;0.5;0.5
AG1950;51862;47;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;7;92000;1,029818;4;0;0.5;0.5
AG2144;58693;49;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;7;25420;0,920867;4;0;0.5;0.5
AG2164;59456;50;Homme;45-59 ans;Profession intermediaire, contremątre;Non;Maison;7;29100;0,974084;4;0;0.5;0.5
AG1612;40959;53;Homme;45-59 ans;Profession intermediaire, contremątre;Oui;Appartement;5;69310;0,920867;4;0;0.5;0.5
AG1900;50047;53;Homme;45-59 ans;Profession intermediaire, contremątre;Oui;Appartement;7;13006;0,931966;4;0;0.5;0.5
AG129;3053;51;Homme;45-59 ans;Profession intermediaire, contremątre;Oui;Maison;7;33600;0,952651;4;2;0.5;0.5
AG288;6597;51;Homme;45-59 ans;Profession intermediaire, contremątre;Oui;Maison;7;39500;1,084129;4;2;0.5;0.5
AG289;6597;51;Homme;45-59 ans;Profession intermediaire, contremątre;Oui;Maison;7;39500;1,084129;4;2;0.5;0.5
AG534;11899;49;Homme;45-59 ans;Profession intermediaire, contremątre;Oui;Maison;5;33620;0,974084;4;2;0.5;0.5
AG535;11899;49;Homme;45-59 ans;Profession intermediaire, contremątre;Oui;Maison;5;33620;0,974084;4;2;0.5;0.5
AG538;11956;57;Homme;45-59 ans;Profession intermediaire, contremątre;Oui;Maison;7;65100;0,974084;4;2;0.5;0.5
AG1252;30376;50;Homme;45-59 ans;Profession intermediaire, contremątre;Oui;Maison;7;31460;1,121548;4;0;0.5;0.5
AG1282;30942;55;Homme;45-59 ans;Profession intermediaire, contremątre;Oui;Maison;7;83143;0,915755;4;0;0.5;0.5
AG1307;31335;46;Homme;45-59 ans;Profession intermediaire, contremątre;Oui;Maison;8;13119;0,931966;4;0;0.5;0.5
AG1310;31391;47;Homme;45-59 ans;Profession intermediaire, contremątre;Oui;Maison;6;27350;0,941585;4;0;0.5;0.5
AG1432;35432;50;Homme;45-59 ans;Profession intermediaire, contremątre;Oui;Maison;7;69600;0,920867;4;0;0.5;0.5
AG1537;38989;46;Homme;45-59 ans;Profession intermediaire, contremątre;Oui;Maison;6;13100;0,931966;4;0;0.5;0.5
AG1626;41368;47;Homme;45-59 ans;Profession intermediaire, contremątre;Oui;Maison;8;13400;0,931966;4;0;0.5;0.5
AG1627;41368;47;Homme;45-59 ans;Profession intermediaire, contremątre;Oui;Maison;8;13400;0,931966;4;0;0.5;0.5
AG1628;41368;47;Homme;45-59 ans;Profession intermediaire, contremątre;Oui;Maison;8;13400;0,931966;4;0;0.5;0.5
AG1945;51691;59;Homme;45-59 ans;Profession intermediaire, contremątre;Oui;Maison;6;29700;0,936081;4;0;0.5;0.5
AG1976;52849;48;Homme;45-59 ans;Profession intermediaire, contremątre;Oui;Maison;8;25620;1,084129;4;0;0.5;0.5
AG1977;52849;48;Homme;45-59 ans;Profession intermediaire, contremątre;Oui;Maison;8;25620;1,084129;4;0;0.5;0.5
AG2009;53650;47;Homme;45-59 ans;Profession intermediaire, contremątre;Oui;Maison;7;59430;0,920867;4;0;0.5;0.5
AG2130;57911;49;Homme;45-59 ans;Profession intermediaire, contremątre;Oui;Maison;7;83340;0,952933;4;0;0.5;0.5
AG2163;59456;50;Homme;45-59 ans;Profession intermediaire, contremątre;Oui;Maison;7;29100;0,974084;4;0;0.5;0.5
AG1736;43928;57;Homme;45-59 ans;Retraite;Non;Appartement;5;62100;1,160883;8;0;0.5;0.5
AG315;7430;59;Homme;45-59 ans;Retraite;Non;Maison;6;54860;1,160883;8;1;0.21;0.78
AG857;20812;54;Homme;45-59 ans;Retraite;Non;Maison;5;81340;1,438897;8;0;0.21;0.78
AG858;20812;54;Homme;45-59 ans;Retraite;Non;Maison;5;81340;1,438897;8;0;0.21;0.78
AG1827;47980;57;Homme;45-59 ans;Retraite;Non;Maison;7;30430;1,407654;8;0;0.21;0.78
AG1828;47980;57;Homme;45-59 ans;Retraite;Non;Maison;7;30430;1,407654;8;0;0.21;0.78
AG1871;49256;54;Homme;45-59 ans;Retraite;Non;Maison;5;17150;1,438897;8;0;0.21;0.78
