AGENT;ID;Sexe;Age;Activite;Revenu;CALCAGE;CP;TLUDA9;TLUDA5;TLCC9;TLCC5;RS3;CSP;C1;C2;C4;C3;O_C3;NRJ;QP1;QP2;QP3_A1;QP3_A2;QP3_A3;QP4;QP5_A1;QP5_A2;QP5_A3;QP5_A4;QP5_A5;QP5_A6;QP6_A1;QP6_A2;QP6_A3;QP6_A4;QP6_A5;QP6_A6;QP6_A7;QP7_M1;O_QP7_M1;QP7_M2;O_QP7_M2;QP7_M3;O_QP7_M3;QF1;QF2;QF3;QF4;QF5;QF6;QR1_A1;QR1_A2;QR1_A3;QR1_A4;QR1_A5;QR1_A6;QR1_A7;QR1_A8;QR1_A9;QR1_A10;QR1_A11;QR2;Q_F1;Q_F2;Q_F3;Q_F4;Q_F5;Q_F6;Q_F7;Q_F8;Q_F9_M1;O_Q_F9_M1;Q_F9_M2;O_Q_F9_M2;Q_F9_M3;O_Q_F9_M3;Q_F10;QE1;QE2;QE3;QE4;QE5;QE6_M1;O_QE6_M1;QE6_M2;O_QE6_M2;QE6_M3;O_QE6_M3;QE6_M4;O_QE6_M4;QE6_M5;O_QE6_M5;QE6_M6;O_QE6_M6;QE6_M7;O_QE6_M7;QE6_M8;O_QE6_M8;QE6_M9;O_QE6_M9;QE6_M10;O_QE6_M10;QE6_M11;O_QE6_M11;QE7;QE8;QA1;QA2;QA3;QA4;QA5;QC4;QC5;QC6;QC7;QC8;QC9;QC10;QC11;QC12;QC13_M1;QC13_M2;QC13_M3;QC13_M4;QC13_M5;QC13_M6;QC13_M7;QC13_M8;QC13_M9;QC13_M10;QC13_M11;QC13_M12;QC13_M13;QC14;QC15;QC16;S9;S10;QC17;S4;QC18_M1;QC18_M2;QC18_M3;QC18_M4;QC18_M5;POIDS
AG1873;49261;1;3;4;5;50;77140;1;1;5;3;1;1;1;;2;1;;1;2;2;3;2;2;2;3;2;1;2;2;2;3;3;3;3;3;3;3;5;;3;;2;;5;1;1;2;3;4;2;2;3;2;2;2;2;3;3;2;2;2;1;3;2;2;3;3;4;;7;;1;;4;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4;2;4;3;2;4;4;3;5;3;3;2;2;8;3;5;1;6;13;;;;;;;;2;;2;2;1;4;4;2;;;;;0,90485
AG1874;49261;1;3;4;5;50;77140;1;1;5;3;1;1;1;;2;1;;1;2;2;3;2;2;2;3;2;1;2;2;2;3;3;3;3;3;3;3;5;;3;;2;;5;1;1;2;3;4;2;2;3;2;2;2;2;3;3;2;2;2;1;3;2;2;3;3;4;;7;;1;;4;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4;2;4;3;2;4;4;3;5;3;3;2;2;8;3;5;1;6;13;;;;;;;;2;;2;2;1;4;4;2;;;;;0,90485
AG1875;49318;2;1;4;7;26;26760;8;5;3;2;2;1;1;NA;1;3;;2;2;2;3;2;2;3;3;99;1;2;99;3;3;NA;3;3;NA;2;2;5;;2;;NA;;3;NA;2;2;2;2;2;2;3;3;4;1;2;3;3;2;3;2;2;3;2;3;NA;NA;3;NA;6;;1;;4;;3;NA;2;3;NA;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;3;1;3;3;1;3;3;3;1;2;2;2;1;3;1;2;6;7;8;13;NA;NA;NA;NA;NA;NA;2;NA;2;2;1;4;11;97;NA;NA;NA;NA;0,97942
AG1876;49369;1;3;3;5;59;95150;1;1;9;5;1;1;1;NA;1;2;;2;1;1;3;1;1;3;99;99;2;2;1;2;NA;NA;2;2;2;2;2;2;;5;;3;;5;NA;2;99;2;3;1;2;3;1;1;1;1;1;2;1;1;2;3;2;2;3;NA;NA;3;NA;5;;4;;1;;2;NA;1;1;1;2;8;;2;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;99;1;1;5;1;4;2;1;6;5;2;6;2;2;2;3;6;5;2;8;3;1;13;NA;NA;NA;NA;NA;NA;2;NA;1;2;1;4;10;97;NA;NA;NA;NA;1,029818
AG1877;49434;1;4;7;9;62;64160;7;4;1;1;2;3;;;2;1;;1;2;2;3;1;1;3;3;3;1;1;99;3;4;4;2;4;;1;1;2;;3;;5;;4;1;2;2;3;2;1;1;2;2;2;1;1;4;4;1;1;2;4;2;1;1;2;2;4;;3;;4;;8;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3;1;4;4;1;5;5;1;1;2;2;2;2;3;5;10;13;1;6;8;;;;;;;2;;2;2;1;4;5;5;1;2;;;1,163892
AG1878;49452;2;1;8;3;18;89100;6;3;5;3;1;3;;2;3;1;;1;2;2;4;2;2;1;1;99;1;1;99;1;4;;2;2;;2;2;4;;2;;5;;2;1;1;2;4;7;2;2;1;3;2;1;2;3;2;1;2;2;3;3;2;3;;;3;;4;;8;;1;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3;1;3;3;1;3;3;3;1;3;1;1;3;13;10;1;6;3;8;;;;;;;;2;;2;2;1;2;4;1;;;;;1,167242
AG1879;49480;1;2;5;2;32;75002;1;1;9;5;1;2;1;NA;1;3;;2;2;1;3;2;1;2;3;2;3;2;1;3;2;1;2;2;1;2;4;4;;NA;;NA;;2;NA;1;2;3;4;3;2;3;4;3;3;1;3;2;2;1;2;2;2;2;2;2;3;3;NA;1;;NA;;NA;;2;NA;1;1;2;3;3;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;97;2;2;NA;2;3;4;98;3;2;2;3;2;2;3;2;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;1;1;NA;1;2;3;NA;NA;NA;NA;1,020153
AG1880;49494;2;2;5;4;38;59287;4;3;8;4;1;2;1;;2;1;;1;2;2;2;3;1;1;3;99;3;3;99;99;3;;1;1;;;1;2;;1;;4;;1;1;1;2;2;5;2;4;3;2;3;1;1;2;2;1;1;2;4;1;4;3;;;3;;10;;7;;4;;1;1;;1;;1;5;;;;;;;;;;;;;;;;;;;;;;97;2;1;2;4;4;4;1;5;5;3;2;99;5;1;2;1;3;10;5;2;13;8;;;;;;;2;;1;3;2;4;7;1;5;3;4;2;0,862486
AG1881;49498;1;3;8;5;58;94400;1;1;9;5;1;3;NA;2;2;3;;2;2;99;2;1;1;1;3;1;1;2;1;99;2;4;4;3;4;NA;2;2;;3;;5;;1;NA;1;1;3;5;1;3;3;3;2;2;2;2;3;2;1;2;4;3;2;3;NA;NA;3;NA;5;;6;;1;;3;NA;1;2;2;1;7;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;1;1;1;3;3;1;5;6;2;5;2;4;1;1;2;7;10;1;5;13;6;3;8;NA;NA;NA;NA;2;NA;1;2;1;4;4;1;5;NA;NA;NA;1,321213
AG1882;49541;2;2;6;5;31;42220;8;5;1;1;1;2;1;NA;2;2;;2;2;2;4;2;2;2;3;99;3;1;3;99;3;NA;2;2;2;NA;2;5;;1;;2;;2;NA;1;1;99;3;2;1;3;1;1;1;2;2;2;1;1;2;3;2;2;3;NA;NA;3;NA;1;;4;;5;;2;NA;1;3;2;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;NA;3;2;2;2;4;5;4;1;99;1;1;1;10;13;6;7;8;2;1;5;3;NA;NA;NA;NA;2;NA;2;3;2;2;4;4;NA;NA;NA;NA;1,015397
AG1883;49544;2;3;8;4;50;66490;9;5;4;2;3;3;;2;1;1;;1;2;2;4;3;3;1;3;99;1;2;99;99;2;;2;1;;;1;4;;5;;2;;5;1;1;2;99;6;1;1;2;3;2;1;1;1;2;1;1;2;3;3;1;4;;;4;;5;;7;;3;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4;1;4;4;1;6;5;1;4;99;1;1;3;8;5;10;13;1;2;9;6;3;;;;;2;;2;4;2;3;5;4;5;;;;1,155912
AG1884;49550;2;3;5;4;54;87230;7;4;1;1;1;2;1;;3;1;;1;1;2;4;4;2;1;2;1;2;2;99;99;2;1;1;4;;;1;4;;2;;3;;5;99;1;2;99;5;1;2;3;4;4;1;1;2;4;2;1;1;2;1;1;4;;;4;;3;;1;;9;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;;1;4;1;1;3;5;5;5;99;1;1;2;8;3;2;10;13;1;5;;;;;;;2;;1;3;2;4;7;97;;;;;0,994514
AG1885;49572;1;3;3;8;53;40180;7;4;1;1;2;1;1;NA;1;3;;2;1;1;3;1;2;1;3;3;1;2;99;2;1;2;2;2;NA;2;2;3;;1;;2;;2;NA;2;2;3;6;1;1;3;2;2;1;1;3;3;1;1;3;4;2;2;3;NA;NA;3;NA;6;;4;;NA;;2;NA;1;1;2;3;5;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;1;2;2;4;3;1;7;6;4;5;2;4;4;3;11;8;7;6;13;3;2;5;1;NA;NA;NA;NA;2;NA;1;4;2;4;10;4;5;1;NA;NA;1,121548
AG1886;49579;2;1;5;9;23;54000;5;3;8;4;1;2;1;NA;1;2;;2;1;99;4;2;1;1;3;99;3;1;99;1;1;NA;1;1;NA;1;1;2;;5;;4;;3;NA;99;99;99;99;2;2;2;2;2;1;2;2;3;1;2;3;2;2;4;2;3;1;3;NA;1;;6;;4;;3;NA;99;3;NA;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;NA;1;4;2;2;2;3;4;2;99;1;1;1;10;7;3;1;8;5;NA;NA;NA;NA;NA;NA;NA;2;NA;2;2;1;2;6;97;NA;NA;NA;NA;0,898358
AG1887;49657;1;2;8;6;31;57350;5;3;6;3;1;3;NA;2;1;4;;2;2;1;2;2;3;2;2;2;3;3;2;2;2;2;2;2;2;2;2;1;;5;;3;;3;NA;99;1;99;3;2;3;3;3;2;2;2;3;2;2;2;2;2;1;3;3;NA;NA;3;NA;5;;1;;4;;3;NA;2;3;NA;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;2;3;2;2;2;3;4;5;2;99;2;2;1;1;7;2;6;8;10;13;3;NA;NA;NA;NA;NA;2;NA;2;3;2;3;5;97;NA;NA;NA;NA;1,18526
AG1888;49664;2;4;7;7;65;29000;3;2;6;3;2;3;;;2;1;;1;2;2;3;3;3;2;99;99;1;2;99;99;;;2;2;;;2;3;;5;;4;;5;1;1;99;4;5;2;2;3;1;3;2;1;2;4;1;1;2;3;3;2;4;;;4;;5;;6;;7;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1;1;4;4;1;6;6;5;6;2;1;1;1;8;5;10;7;13;2;6;3;1;;;;;1;1;1;2;1;4;7;97;;;;;0,918457
AG1889;49664;2;4;7;7;65;29000;3;2;6;3;2;3;;;2;1;;1;2;2;3;3;3;2;99;99;1;2;99;99;;;2;2;;;2;3;;5;;4;;5;1;1;99;4;5;2;2;3;1;3;2;1;2;4;1;1;2;3;3;2;4;;;4;;5;;6;;7;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1;1;4;4;1;6;6;5;6;2;1;1;1;8;5;10;7;13;2;6;3;1;;;;;1;1;1;2;1;4;7;97;;;;;0,918457
AG1890;49766;2;2;5;5;33;76120;2;2;8;4;1;2;1;;1;1;;1;2;99;4;3;3;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;;;;;;5;1;99;2;99;5;2;2;2;2;2;2;2;2;2;2;2;2;4;1;2;2;2;99;2;50;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;;1;3;2;2;3;4;4;3;99;3;3;2;3;7;1;8;2;13;6;;;;;;;2;;2;2;1;4;5;97;;;;;0,862486
AG1891;49766;2;2;5;5;33;76120;2;2;8;4;1;2;1;;1;1;;1;2;99;4;3;3;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;;;;;;5;1;99;2;99;5;2;2;2;2;2;2;2;2;2;2;2;2;4;1;2;2;2;99;2;50;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;;1;3;2;2;3;4;4;3;99;3;3;2;3;7;1;8;2;13;6;;;;;;;2;;2;2;1;4;5;97;;;;;0,862486
AG1892;49848;2;3;5;7;51;77220;1;1;4;2;1;2;1;NA;2;2;;2;2;2;3;3;2;2;3;1;3;1;99;2;2;3;2;2;NA;3;3;5;;NA;;NA;;3;NA;2;2;99;6;1;2;2;1;2;1;1;1;4;1;2;1;3;2;2;3;NA;NA;3;NA;1;;3;;4;;4;NA;1;1;2;2;5;;4;;2;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;99;1;1;3;3;2;1;1;4;4;5;5;99;2;2;1;1;13;5;3;8;6;2;4;7;NA;NA;NA;NA;2;NA;2;4;1;4;5;1;2;4;5;NA;0,863753
AG1893;49858;1;4;4;7;66;69006;8;5;8;4;1;1;1;;2;1;;1;1;2;2;3;3;3;99;99;2;3;3;3;;;3;3;3;1;2;2;;5;;4;;5;1;2;2;2;2;1;1;4;4;4;1;1;3;4;2;2;2;4;3;2;3;;;3;;4;;7;;8;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1;1;4;4;2;4;3;1;1;2;2;2;1;4;13;1;6;7;3;8;2;;;;;;2;;1;2;1;4;8;97;;;;;0,744869
AG1894;49858;1;4;4;7;66;69006;8;5;8;4;1;1;1;;2;1;;1;1;2;2;3;3;3;99;99;2;3;3;3;;;3;3;3;1;2;2;;5;;4;;5;1;2;2;2;2;1;1;4;4;4;1;1;3;4;2;2;2;4;3;2;3;;;3;;4;;7;;8;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1;1;4;4;2;4;3;1;1;2;2;2;1;4;13;1;6;7;3;8;2;;;;;;2;;1;2;1;4;8;97;;;;;0,744869
AG1895;49892;2;3;8;4;54;62000;4;3;6;3;1;3;NA;2;2;2;;2;1;2;2;2;2;1;3;99;1;99;99;2;1;NA;3;NA;NA;2;2;5;;2;;4;;5;NA;2;2;2;7;1;1;2;2;2;1;2;1;1;2;1;1;3;2;1;4;NA;NA;4;NA;3;;1;;4;;4;NA;1;3;2;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;3;2;2;3;1;4;5;6;5;99;2;2;3;1;6;3;5;13;8;NA;NA;NA;NA;NA;NA;NA;2;NA;2;3;1;3;4;97;NA;NA;NA;NA;1,097587
AG1896;49923;1;4;7;6;68;17250;3;2;1;1;2;3;;;1;1;;1;2;2;2;2;2;2;99;99;1;3;99;99;;;3;2;;;2;3;;5;;2;;5;1;2;99;4;5;2;2;4;2;3;2;1;2;4;2;2;2;3;2;2;3;;;4;;1;;8;;7;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4;1;4;4;1;5;5;5;6;99;4;4;3;6;8;5;1;7;2;13;3;;;;;;2;;1;2;1;4;7;2;;;;;1,163892
AG1897;49993;2;2;8;4;31;51100;6;3;8;4;1;3;NA;1;1;4;;2;1;99;3;2;2;2;99;99;2;2;99;2;NA;NA;2;2;NA;2;2;5;;3;;2;;3;NA;99;2;99;99;2;2;2;2;2;2;2;2;2;2;2;2;4;3;2;2;2;99;3;NA;4;;5;;NA;;2;NA;1;3;1;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;NA;1;3;3;1;7;6;1;6;99;2;2;2;2;8;1;3;13;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;1;3;1;4;10;97;NA;NA;NA;NA;1,140471
AG1898;49999;2;1;6;5;29;76210;2;2;4;2;1;2;1;;1;1;;1;2;2;2;3;3;1;3;3;1;1;2;2;1;1;1;2;2;1;1;2;;4;;3;;3;1;1;2;2;4;3;2;2;2;2;2;2;2;1;2;1;4;3;2;2;3;;;4;;5;;3;;8;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3;1;4;3;1;3;3;3;2;3;1;1;3;3;13;5;8;10;1;;;;;;;;2;;2;2;1;1;5;4;2;1;;;0,918569
AG1899;50047;1;3;4;7;53;13006;9;5;8;4;3;1;1;;2;1;;1;2;2;3;2;2;2;3;3;3;1;3;2;2;2;2;2;2;2;2;2;;1;;5;;5;99;2;2;99;3;2;2;2;3;3;2;2;2;3;2;2;2;4;2;2;2;3;2;3;;5;;1;;3;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4;2;3;3;2;5;4;4;2;99;3;3;1;1;13;7;2;5;8;6;3;;;;;;2;;1;3;2;3;8;5;;;;;0,931966
AG1900;50047;1;3;4;7;53;13006;9;5;8;4;3;1;1;;2;1;;1;2;2;3;2;2;2;3;3;3;1;3;2;2;2;2;2;2;2;2;2;;1;;5;;5;99;2;2;99;3;2;2;2;3;3;2;2;2;3;2;2;2;4;2;2;2;3;2;3;;5;;1;;3;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4;2;3;3;2;5;4;4;2;99;3;3;1;1;13;7;2;5;8;6;3;;;;;;2;;1;3;2;3;8;5;;;;;0,931966
AG1901;50053;2;2;4;5;37;89100;6;3;5;3;1;1;1;;1;1;;1;2;2;3;3;2;2;3;3;1;1;99;3;2;2;2;2;;2;2;3;;2;;5;;5;1;1;2;3;5;2;1;3;3;3;2;2;2;3;1;1;2;3;3;1;3;;;3;;7;;4;;1;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3;1;3;4;1;4;4;6;1;99;1;1;2;13;1;8;3;6;10;2;5;;;;;;2;;1;2;2;2;8;2;5;;;;0,873478
AG1902;50053;2;2;4;5;37;89100;6;3;5;3;1;1;1;;1;1;;1;2;2;3;3;2;2;3;3;1;1;99;3;2;2;2;2;;2;2;3;;2;;5;;5;1;1;2;3;5;2;1;3;3;3;2;2;2;3;1;1;2;3;3;1;3;;;3;;7;;4;;1;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3;1;3;4;1;4;4;6;1;99;1;1;2;13;1;8;3;6;10;2;5;;;;;;2;;1;2;2;2;8;2;5;;;;0,873478
AG1903;50072;2;2;5;7;39;1370;8;5;1;1;1;2;2;NA;2;2;;2;2;2;3;2;2;2;3;2;1;3;1;99;2;3;2;2;2;NA;1;2;;5;;4;;2;NA;1;1;99;4;1;2;3;2;2;1;2;2;2;1;1;2;3;3;2;3;NA;NA;4;NA;4;;5;;3;;3;NA;1;1;2;1;10;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;1;5;1;3;2;1;4;5;2;1;2;1;1;2;3;1;13;10;8;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;2;4;2;1;4;5;NA;NA;NA;NA;1,015397
AG1904;50078;1;4;7;4;68;33220;7;4;6;3;2;3;;;2;1;;1;2;2;4;3;3;3;3;3;1;3;99;3;2;2;2;2;;1;2;2;;3;;5;;2;1;2;2;2;2;1;1;4;1;2;2;2;2;4;1;1;2;4;2;2;3;;;3;;7;;4;;8;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3;1;3;4;1;5;4;1;1;1;2;2;2;5;1;3;13;6;;;;;;;;;2;;1;2;1;3;5;4;1;5;;;0,971423
AG1905;50101;1;1;5;7;29;30900;9;5;7;4;3;2;1;;1;1;;1;2;2;2;4;4;1;99;99;2;3;3;1;;;4;4;2;4;4;2;;3;;5;;5;1;2;99;4;2;1;1;4;4;4;1;3;1;4;1;2;1;3;4;1;4;;;4;;4;;2;;7;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1;1;4;4;1;7;6;3;1;99;1;1;3;13;1;7;3;8;10;5;6;2;;;;;2;;3;3;1;2;10;97;;;;;0,961617
AG1906;50110;1;2;8;1;35;75001;1;1;9;5;1;3;;2;1;1;;1;2;1;4;1;1;1;99;99;2;2;99;99;;;1;1;;;1;4;;3;;;;5;1;2;2;99;5;1;1;1;1;1;1;1;1;1;1;1;4;1;3;2;2;3;99;2;45;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;;1;4;4;1;3;4;3;1;99;1;1;2;8;9;13;3;11;10;1;;;;;;;2;;2;1;;1;4;97;;;;;1,348956
AG1907;50371;1;2;5;6;37;69004;8;5;8;4;1;2;1;NA;2;2;;2;2;2;4;2;2;2;3;99;1;1;99;2;3;NA;3;3;NA;3;3;1;;2;;4;;4;NA;99;99;99;99;1;1;3;3;3;2;2;2;2;1;2;3;4;2;2;2;3;2;3;NA;6;;NA;;NA;;2;NA;1;3;1;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;3;1;4;4;1;5;6;3;3;99;2;2;3;3;2;7;1;6;13;8;NA;NA;NA;NA;NA;NA;2;NA;2;4;3;3;7;1;NA;NA;NA;NA;0,912224
AG1908;50655;2;1;5;3;23;59154;4;3;8;4;1;2;1;;1;1;;1;1;99;3;2;3;3;3;99;3;1;3;3;3;;3;3;3;2;2;5;;3;;4;;2;99;2;99;99;2;1;2;2;1;2;1;2;1;2;2;1;2;2;3;2;3;;;3;;3;;6;;4;;3;1;;1;;3;10;;;;;;;;;;;;;;;;;;;;;;4;1;1;1;3;3;2;2;5;4;3;2;99;3;3;2;13;8;3;1;5;;;;;;;;;2;;2;2;1;3;7;3;1;;;;0,898358
AG1909;50655;2;1;5;3;23;59154;4;3;8;4;1;2;1;;1;1;;1;1;99;3;2;3;3;3;99;3;1;3;3;3;;3;3;3;2;2;5;;3;;4;;2;99;2;99;99;2;1;2;2;1;2;1;2;1;2;2;1;2;2;3;2;3;;;3;;3;;6;;4;;3;1;;1;;3;10;;;;;;;;;;;;;;;;;;;;;;4;1;1;1;3;3;2;2;5;4;3;2;99;3;3;2;13;8;3;1;5;;;;;;;;;2;;2;2;1;3;7;3;1;;;;0,898358
AG1910;50655;2;1;5;3;23;59154;4;3;8;4;1;2;1;;1;1;;1;1;99;3;2;3;3;3;99;3;1;3;3;3;;3;3;3;2;2;5;;3;;4;;2;99;2;99;99;2;1;2;2;1;2;1;2;1;2;2;1;2;2;3;2;3;;;3;;3;;6;;4;;3;1;;1;;3;10;;;;;;;;;;;;;;;;;;;;;;4;1;1;1;3;3;2;2;5;4;3;2;99;3;3;2;13;8;3;1;5;;;;;;;;;2;;2;2;1;3;7;3;1;;;;0,898358
AG1911;50656;2;4;7;4;72;51460;6;3;2;2;1;3;;;1;1;;1;1;99;2;2;2;1;3;99;1;2;99;99;4;;2;2;;;2;2;;4;;5;;5;1;1;99;3;4;2;3;3;1;2;2;1;2;2;1;2;1;2;2;2;3;;;4;;9;;4;;3;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1;1;3;3;1;3;4;3;1;99;1;1;1;10;5;1;3;13;6;8;7;;;;;;2;;2;1;;4;4;97;;;;;0,923857
AG1912;50730;1;3;6;4;48;35000;3;2;8;4;2;2;1;;1;1;;1;1;2;2;4;2;2;3;99;2;2;3;1;4;;3;2;4;2;1;5;;1;;;;4;2;2;2;2;3;1;1;3;4;4;2;1;3;4;3;2;2;4;1;2;2;2;2;2;80;;;;;;;2;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;3;1;4;4;2;4;3;5;3;2;2;2;1;8;7;6;2;13;5;1;3;;;;;;2;;2;3;3;2;5;2;3;1;;;0,924301
AG1913;50809;1;4;7;7;71;31770;7;4;8;4;2;3;NA;NA;2;2;;2;1;1;2;3;2;2;99;99;3;2;99;1;NA;NA;2;2;NA;1;1;1;;3;;5;;5;NA;2;2;3;7;2;2;3;3;3;1;2;3;2;2;2;3;4;1;3;2;3;2;3;NA;1;;6;;3;;3;NA;1;3;1;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;1;1;4;4;1;7;5;4;6;99;2;1;1;9;1;3;6;7;10;8;11;2;13;4;NA;NA;2;NA;1;2;1;3;10;4;NA;NA;NA;NA;0,988619
AG1914;50857;2;1;5;2;22;93420;1;1;9;5;1;2;1;;1;1;;1;2;2;2;2;2;3;3;99;1;1;99;99;3;;2;2;;;2;5;;1;;4;;1;1;1;99;99;99;1;2;3;2;2;2;2;2;2;1;1;2;3;3;2;3;;;3;;5;;6;;2;;2;1;;1;;3;98;COLOCATION;;;;;;;;;;;;;;;;;;;;;99;4;1;1;2;3;1;2;1;1;5;1;99;1;1;1;7;1;10;8;;;;;;;;;;2;;2;1;;2;9;4;2;5;3;;1,004646
AG1915;50872;2;2;4;7;32;92120;1;1;9;5;1;1;1;;2;1;;1;2;99;2;3;2;2;2;2;2;2;2;99;2;4;2;4;2;;2;5;;3;;4;;5;99;99;2;99;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;2;3;;;3;;7;;9;;8;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;;1;4;3;2;2;2;5;4;99;1;1;1;1;13;3;8;5;7;10;;;;;;;2;;2;2;1;3;5;1;;;;;0,994114
AG1916;50872;2;2;4;7;32;92120;1;1;9;5;1;1;1;;2;1;;1;2;99;2;3;2;2;2;2;2;2;2;99;2;4;2;4;2;;2;5;;3;;4;;5;99;99;2;99;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;2;3;;;3;;7;;9;;8;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;;1;4;3;2;2;2;5;4;99;1;1;1;1;13;3;8;5;7;10;;;;;;;2;;2;2;1;3;5;1;;;;;0,994114
AG1917;50879;1;2;5;7;38;91480;1;1;9;5;1;2;1;NA;2;4;;2;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;5;;2;;3;;3;NA;99;99;99;5;3;3;3;3;3;3;3;3;3;3;3;3;4;3;2;3;NA;NA;3;NA;4;;NA;;NA;;3;NA;1;3;1;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;NA;1;4;4;1;5;3;7;2;1;4;1;1;13;3;2;10;6;1;8;5;7;NA;NA;NA;NA;2;NA;1;4;3;4;7;3;1;2;NA;NA;1,020153
AG1918;50946;2;2;5;5;31;36330;2;2;6;3;2;2;1;NA;1;2;;2;2;1;1;4;1;2;3;99;2;2;99;3;4;NA;2;4;NA;4;4;2;;NA;;NA;;4;NA;2;2;2;3;2;1;4;4;4;1;2;4;2;1;1;2;3;1;1;3;NA;NA;4;NA;6;;3;;NA;;2;NA;2;3;NA;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;4;1;4;4;1;3;4;3;3;99;2;2;1;13;5;6;8;1;7;3;NA;NA;NA;NA;NA;NA;2;NA;2;5;4;1;5;97;NA;NA;NA;NA;0,876736
