AGENT;ID;Sexe;Age;Activite;Revenu;CALCAGE;CP;TLUDA9;TLUDA5;TLCC9;TLCC5;RS3;CSP;C1;C2;C4;C3;O_C3;NRJ;QP1;QP2;QP3_A1;QP3_A2;QP3_A3;QP4;QP5_A1;QP5_A2;QP5_A3;QP5_A4;QP5_A5;QP5_A6;QP6_A1;QP6_A2;QP6_A3;QP6_A4;QP6_A5;QP6_A6;QP6_A7;QP7_M1;O_QP7_M1;QP7_M2;O_QP7_M2;QP7_M3;O_QP7_M3;QF1;QF2;QF3;QF4;QF5;QF6;QR1_A1;QR1_A2;QR1_A3;QR1_A4;QR1_A5;QR1_A6;QR1_A7;QR1_A8;QR1_A9;QR1_A10;QR1_A11;QR2;Q_F1;Q_F2;Q_F3;Q_F4;Q_F5;Q_F6;Q_F7;Q_F8;Q_F9_M1;O_Q_F9_M1;Q_F9_M2;O_Q_F9_M2;Q_F9_M3;O_Q_F9_M3;Q_F10;QE1;QE2;QE3;QE4;QE5;QE6_M1;O_QE6_M1;QE6_M2;O_QE6_M2;QE6_M3;O_QE6_M3;QE6_M4;O_QE6_M4;QE6_M5;O_QE6_M5;QE6_M6;O_QE6_M6;QE6_M7;O_QE6_M7;QE6_M8;O_QE6_M8;QE6_M9;O_QE6_M9;QE6_M10;O_QE6_M10;QE6_M11;O_QE6_M11;QE7;QE8;QA1;QA2;QA3;QA4;QA5;QC4;QC5;QC6;QC7;QC8;QC9;QC10;QC11;QC12;QC13_M1;QC13_M2;QC13_M3;QC13_M4;QC13_M5;QC13_M6;QC13_M7;QC13_M8;QC13_M9;QC13_M10;QC13_M11;QC13_M12;QC13_M13;QC14;QC15;QC16;S9;S10;QC17;S4;QC18_M1;QC18_M2;QC18_M3;QC18_M4;QC18_M5;POIDS
AG1919;51010;2;2;8;3;39;57290;5;3;7;4;1;3;;2;1;1;;1;1;1;2;2;2;2;2;99;2;2;99;2;3;;3;3;;3;3;3;;4;;;;2;1;2;2;99;1;1;2;3;3;2;1;1;3;3;3;2;2;2;2;2;2;2;2;3;;5;;1;;3;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4;2;2;3;2;2;2;7;1;1;3;3;2;13;6;7;8;3;;;;;;;;;2;;2;1;;3;5;97;;;;;1,140471
AG1920;51082;2;1;5;9;27;67360;5;3;1;1;1;2;2;;3;1;;1;1;2;4;2;2;1;99;99;3;3;99;99;;;2;3;;;4;2;;5;;4;;1;99;2;99;99;99;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;99;4;;10;;;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;;1;3;1;1;2;4;5;6;99;5;5;3;6;3;5;13;8;1;2;;;;;;;2;;3;4;1;3;7;1;;;;;1,057629
AG1921;51142;1;3;4;4;48;95300;1;1;9;5;1;1;1;NA;1;3;;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;4;;NA;;NA;;2;NA;2;1;2;2;1;1;1;1;1;1;1;1;1;1;1;2;4;1;1;1;1;2;2;10;NA;;NA;;NA;;2;NA;1;3;1;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;1;1;3;3;2;3;3;4;1;3;1;2;2;1;6;13;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;2;3;2;3;7;2;1;4;5;3;1,029818
AG1922;51170;1;2;6;6;33;81600;7;4;4;2;2;2;1;;2;1;;1;2;2;2;4;4;1;3;99;1;2;99;99;1;;1;1;;;1;3;;5;;2;;4;1;1;2;4;5;1;1;1;1;1;1;1;1;4;1;1;1;2;3;1;3;;;4;;6;;5;;10;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;5;1;3;1;1;5;4;4;3;99;6;1;1;13;7;3;2;10;1;8;6;;;;;;2;;1;3;2;4;7;97;;;;;0,964942
AG1923;51170;1;2;6;6;33;81600;7;4;4;2;2;2;1;;2;1;;1;2;2;2;4;4;1;3;99;1;2;99;99;1;;1;1;;;1;3;;5;;2;;4;1;1;2;4;5;1;1;1;1;1;1;1;1;4;1;1;1;2;3;1;3;;;4;;6;;5;;10;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;5;1;3;1;1;5;4;4;3;99;6;1;1;13;7;3;2;10;1;8;6;;;;;;2;;1;3;2;4;7;97;;;;;0,964942
AG1924;51193;1;4;7;5;65;57950;5;3;8;4;1;3;NA;NA;2;98;UEM;2;2;2;4;2;2;3;99;3;1;3;99;3;NA;2;2;2;NA;2;2;4;;2;;5;;5;NA;2;2;99;3;2;2;3;3;3;1;2;2;3;2;1;2;3;1;2;3;NA;NA;4;NA;5;;4;;1;;2;NA;2;3;NA;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;4;1;4;3;2;4;4;4;6;99;2;2;1;6;8;2;7;3;5;1;13;4;NA;NA;NA;NA;2;NA;2;2;1;2;7;4;5;NA;NA;NA;0,955635
AG1925;51215;2;3;5;9;54;2500;6;3;3;2;1;2;1;NA;1;2;;2;2;1;3;1;1;3;2;2;2;2;99;2;3;3;2;1;NA;2;2;2;;5;;4;;3;NA;99;99;99;3;1;1;1;4;4;1;1;1;4;1;1;1;2;3;2;3;NA;NA;3;NA;4;;1;;5;;3;NA;1;3;2;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;6;1;4;3;1;4;5;2;6;99;2;2;3;3;1;6;8;13;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;1;3;1;4;4;5;1;NA;NA;NA;0,863753
AG1926;51216;2;1;5;2;28;69850;8;5;2;2;1;2;1;;3;1;;1;1;99;1;2;4;1;2;1;2;2;2;2;1;1;1;1;1;1;1;4;;5;;2;;4;99;1;99;3;4;1;2;1;1;1;2;1;1;2;2;3;4;4;2;2;1;2;1;1;40;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4;2;2;2;1;4;3;4;3;1;2;2;2;5;2;13;8;3;1;;;;;;;;2;;2;3;2;1;4;3;;;;;0,918569
AG1927;51225;2;2;5;8;40;63200;8;5;1;1;1;2;1;NA;3;3;;2;1;1;3;2;3;1;3;3;3;3;1;2;1;1;2;2;4;1;1;5;;3;;4;;3;NA;1;2;3;5;2;2;1;2;2;2;1;2;1;1;2;2;1;3;2;2;2;4;2;50;NA;;NA;;NA;;2;NA;1;3;1;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;2;2;2;2;1;7;6;4;2;2;2;2;1;6;5;12;8;1;2;13;7;10;3;NA;NA;NA;2;NA;1;4;3;3;7;1;NA;NA;NA;NA;1,015397
AG1928;51278;1;4;4;6;62;13130;9;5;8;4;3;1;1;NA;1;98;ALPIQ;2;2;2;3;3;1;2;3;99;1;3;99;3;3;NA;3;1;NA;2;2;5;;4;;2;;2;NA;1;1;3;5;2;2;4;2;2;1;1;2;3;1;1;3;2;2;2;3;NA;NA;3;NA;5;;4;;NA;;1;NA;1;1;2;2;5;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;97;2;1;2;2;4;1;1;3;4;4;3;3;1;1;2;5;3;9;1;13;6;2;10;8;NA;NA;NA;NA;2;NA;2;2;1;2;6;4;3;NA;NA;NA;0,753847
AG1929;51358;2;3;4;9;48;60000;6;3;1;1;1;1;1;;2;1;;1;2;2;3;3;3;1;3;3;1;2;99;99;3;3;2;3;;;2;4;;5;;3;;5;1;99;2;99;99;1;2;4;3;4;1;1;3;4;1;1;1;3;3;1;3;;;3;;5;;1;;8;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;;1;4;4;1;4;4;6;5;99;1;1;1;10;8;5;6;13;7;2;1;3;;;;;2;;1;3;2;4;7;97;;;;;1,025017
AG1930;51382;2;4;7;5;64;39600;5;3;2;2;1;3;NA;NA;2;2;;2;1;2;2;2;1;2;99;99;3;2;99;2;NA;NA;2;2;NA;2;2;3;;2;;5;;5;NA;2;99;99;99;1;1;2;2;1;1;1;2;2;1;1;1;3;3;1;4;NA;NA;4;NA;2;;6;;4;;4;NA;99;3;NA;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;NA;2;3;4;1;6;5;1;4;99;2;2;3;8;6;1;3;13;2;5;NA;NA;NA;NA;NA;NA;2;NA;1;2;1;4;5;97;NA;NA;NA;NA;0,923857
AG1931;51397;2;2;8;5;43;36000;2;2;6;3;2;3;NA;2;1;3;;2;2;2;4;2;2;1;1;99;1;99;99;99;1;NA;2;NA;NA;NA;1;1;;2;;NA;;1;NA;2;1;99;7;2;3;4;3;1;2;2;3;3;2;1;4;4;2;3;1;2;4;1;100;NA;;NA;;NA;;1;NA;1;1;2;1;1;;98;Dette importante auprËs de mon ancien fournisseur;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;1;3;1;3;3;2;4;6;4;1;99;1;1;1;7;13;3;6;1;10;8;NA;NA;NA;NA;NA;NA;2;NA;2;4;3;2;4;5;NA;NA;NA;NA;1,159313
AG1932;51425;1;4;7;3;72;67190;5;3;5;3;1;3;;;1;1;;1;1;2;3;3;2;1;2;3;2;1;2;99;2;2;1;3;2;;1;3;;2;;5;;3;2;1;99;2;5;2;2;3;2;2;1;1;1;3;1;2;2;3;2;2;3;;;3;;8;;5;;6;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;;2;2;4;2;3;3;2;1;1;1;1;1;13;5;7;8;10;6;3;1;;;;;;2;;1;1;;4;6;97;;;;;0,939013
AG1933;51526;1;4;7;7;64;95410;1;1;9;5;1;3;NA;NA;1;3;;2;2;2;1;4;2;2;99;99;2;2;99;1;NA;NA;2;2;NA;2;2;2;;5;;3;;1;NA;2;2;99;6;2;2;4;3;3;1;1;3;4;3;2;3;4;1;3;2;2;99;2;80;NA;;NA;;NA;;2;NA;1;1;2;1;4;;10;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;1;4;2;2;4;1;5;6;5;6;99;2;2;3;6;2;3;8;1;13;5;NA;NA;NA;NA;NA;NA;2;NA;1;2;1;3;9;3;NA;NA;NA;NA;1,0687
AG1934;51537;1;4;3;8;65;34090;9;5;8;4;3;1;1;NA;1;2;;2;1;2;2;1;1;2;3;99;1;3;1;1;4;NA;2;3;1;2;2;5;;2;;4;;4;NA;1;1;5;4;3;4;4;4;2;3;3;3;4;1;1;3;4;2;4;2;3;2;3;NA;3;;6;;1;;3;NA;1;3;1;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;3;1;4;4;2;3;2;5;3;99;2;2;1;3;1;6;7;10;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;2;1;NA;4;11;3;1;4;5;2;0,753847
AG1935;51540;2;3;4;5;56;69006;8;5;8;4;1;1;1;NA;1;2;;2;2;2;4;3;2;2;3;99;2;2;99;2;2;NA;2;2;NA;2;2;98;NSP;NA;;NA;;5;NA;2;2;99;3;2;2;2;2;2;1;1;2;2;2;2;2;4;1;2;3;NA;NA;3;NA;1;;4;;3;;3;NA;99;3;NA;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;7;1;3;3;2;3;2;2;6;99;2;1;2;1;10;3;5;13;8;NA;NA;NA;NA;NA;NA;NA;2;NA;2;1;NA;3;7;2;NA;NA;NA;NA;0,870657
AG1936;51546;1;2;3;4;44;22980;3;2;1;1;2;1;1;;1;1;;1;1;2;2;2;3;2;99;2;1;1;99;1;;3;3;3;;3;2;2;;5;;4;;4;1;1;2;3;7;1;1;4;1;2;2;1;2;3;1;2;2;3;2;2;2;3;3;4;;1;;3;;5;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4;1;4;4;1;7;6;6;3;99;1;1;2;5;1;10;3;8;6;13;2;;;;;;2;;1;1;;4;5;97;;;;;1,145098
AG1937;51550;2;3;5;1;59;71100;6;3;6;3;1;2;1;;1;1;;1;1;2;4;3;2;2;99;99;1;99;3;99;;;4;;3;;1;2;;3;;5;;5;1;1;2;3;2;1;2;4;4;4;2;1;4;4;2;1;2;2;3;2;4;;;4;;1;;4;;5;;3;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1;1;4;4;2;3;3;6;4;1;1;1;1;6;3;1;13;8;7;5;10;;;;;;2;;1;1;;3;7;97;;;;;0,830055
AG1938;51566;1;3;5;7;48;60380;6;3;1;1;1;2;1;;2;1;;1;2;99;4;3;3;1;3;3;1;1;99;1;3;3;3;3;;3;2;2;;3;;;;5;99;1;99;5;9;2;2;4;2;3;1;2;3;4;1;1;1;3;3;2;3;;;4;;7;;3;;8;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3;2;3;3;1;6;5;1;3;3;1;1;3;6;5;13;3;8;1;;;;;;;;2;;1;2;1;4;10;97;;;;;1,051866
AG1939;51566;1;3;5;7;48;60380;6;3;1;1;1;2;1;;2;1;;1;2;99;4;3;3;1;3;3;1;1;99;1;3;3;3;3;;3;2;2;;3;;;;5;99;1;99;5;9;2;2;4;2;3;1;2;3;4;1;1;1;3;3;2;3;;;4;;7;;3;;8;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3;2;3;3;1;6;5;1;3;3;1;1;3;6;5;13;3;8;1;;;;;;;;2;;1;2;1;4;10;97;;;;;1,051866
AG1940;51605;1;4;7;7;69;40370;7;4;1;1;2;3;NA;NA;2;2;;2;2;2;2;3;3;3;99;99;1;2;99;99;NA;NA;3;3;NA;NA;2;3;;4;;2;;4;NA;1;2;99;6;2;2;3;4;4;2;3;3;4;3;2;3;3;2;2;3;NA;NA;3;NA;4;;NA;;NA;;3;NA;1;3;1;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;3;1;4;4;1;5;5;6;4;2;1;1;1;8;6;13;10;7;2;3;5;1;NA;NA;NA;NA;2;NA;1;2;1;3;10;4;NA;NA;NA;NA;1,163892
AG1941;51633;1;4;7;6;74;75015;1;1;9;5;1;3;;;2;1;;1;2;2;1;2;2;1;99;99;1;1;3;99;;;2;2;1;;2;5;;2;;4;;5;1;2;2;3;4;2;1;3;4;4;2;1;4;4;1;3;1;3;2;2;3;;;4;;8;;1;;7;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;5;1;4;4;2;6;5;4;6;2;98;98;1;9;8;3;13;2;6;1;7;4;;;;;2;;1;2;1;4;11;2;3;;;;1,0687
AG1942;51644;2;4;8;3;74;95620;1;1;9;5;1;3;;2;1;1;;1;2;2;2;3;2;3;99;99;1;3;99;99;;;4;4;;;4;4;;5;;2;;5;1;2;2;3;2;2;2;4;4;4;2;2;4;4;2;2;1;3;3;1;4;;;4;;5;;6;;10;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1;1;4;4;1;5;5;2;6;99;5;5;1;6;5;1;8;7;2;3;13;;;;;;2;;1;1;;3;9;97;;;;;1,01043
AG1943;51644;2;4;8;3;74;95620;1;1;9;5;1;3;;2;1;1;;1;2;2;2;3;2;3;99;99;1;3;99;99;;;4;4;;;4;4;;5;;2;;5;1;2;2;3;2;2;2;4;4;4;2;2;4;4;2;2;1;3;3;1;4;;;4;;5;;6;;10;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1;1;4;4;1;5;5;2;6;99;5;5;1;6;5;1;8;7;2;3;13;;;;;;2;;1;1;;3;9;97;;;;;1,01043
AG1944;51657;2;3;8;5;49;78710;1;1;5;3;1;3;;2;2;1;;1;2;2;3;4;3;1;3;99;1;1;99;1;4;;2;3;;4;2;1;;98;Virer ce gouvernement, ne plus chauffer l'Elys√àe, le parlement, l'assembl√àe nationale, le s√ànat !;;;5;1;2;2;4;7;3;3;4;1;4;1;1;4;4;1;1;4;4;1;2;3;;;2;50;;;;;;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;6;1;4;4;1;7;6;4;4;2;5;1;2;5;8;1;10;6;13;3;;;;;;;2;;1;6;3;4;6;97;;;;;1,097587
AG1945;51691;1;3;4;6;59;29700;3;2;6;3;2;1;1;;1;1;;1;2;2;1;2;2;2;99;99;3;3;3;99;;;2;2;2;;2;3;;4;;2;;5;1;1;2;3;7;1;1;1;1;2;1;1;2;2;2;1;1;3;3;1;4;;;4;;1;;10;;4;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3;2;2;4;1;5;5;5;6;1;6;1;1;8;13;6;4;2;3;7;10;1;;;;;2;;1;2;1;4;5;97;;;;;0,936081
AG1946;51691;1;3;4;6;59;29700;3;2;6;3;2;1;1;;1;1;;1;2;2;1;2;2;2;99;99;3;3;3;99;;;2;2;2;;2;3;;4;;2;;5;1;1;2;3;7;1;1;1;1;2;1;1;2;2;2;1;1;3;3;1;4;;;4;;1;;10;;4;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3;2;2;4;1;5;5;5;6;1;6;1;1;8;13;6;4;2;3;7;10;1;;;;;2;;1;2;1;4;5;97;;;;;0,936081
AG1947;51720;2;2;4;6;43;75012;1;1;9;5;1;1;1;NA;1;2;;2;1;2;3;3;2;2;3;99;3;1;3;99;3;NA;2;3;3;NA;2;2;;3;;5;;4;NA;2;99;99;2;1;2;2;3;3;1;1;2;4;2;1;3;4;2;3;2;3;1;3;NA;3;;1;;5;;2;NA;2;3;NA;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;2;1;3;4;2;2;2;4;4;99;3;3;1;2;1;13;5;6;7;8;3;NA;NA;NA;NA;NA;2;NA;2;1;NA;3;7;2;1;NA;NA;NA;0,994114
AG1948;51801;2;3;8;2;51;59640;4;3;7;4;1;3;;2;1;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;5;;;;;;3;1;2;1;2;3;2;1;2;2;1;2;2;2;2;2;2;2;3;1;2;2;2;4;2;50;;;;;;;2;1;;2;;1;5;;;;;;;;;;;;;;;;;;;;;;3;1;2;;3;2;2;1;3;3;5;6;1;2;2;2;5;8;1;3;2;13;;;;;;;;2;;2;2;1;3;4;97;;;;;1,117016
AG1949;51801;2;3;8;2;51;59640;4;3;7;4;1;3;;2;1;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;5;;;;;;3;1;2;1;2;3;2;1;2;2;1;2;2;2;2;2;2;2;3;1;2;2;2;4;2;50;;;;;;;2;1;;2;;1;5;;;;;;;;;;;;;;;;;;;;;;3;1;2;;3;2;2;1;3;3;5;6;1;2;2;2;5;8;1;3;2;13;;;;;;;;2;;2;2;1;3;4;97;;;;;1,117016
AG1950;51862;1;3;4;7;47;92000;1;1;9;5;1;1;1;;2;1;;1;2;2;3;4;4;2;3;3;1;1;2;2;2;2;2;2;2;2;2;3;;2;;4;;3;1;1;2;1;4;1;1;1;1;1;1;1;1;1;1;1;3;3;2;1;3;;;3;;4;;;;;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;;1;4;3;1;5;5;3;2;2;2;1;1;1;3;7;5;6;2;13;10;8;;;;;2;;1;4;3;3;8;5;1;2;;;1,029818
AG1951;51882;2;3;5;7;48;44220;3;2;8;4;2;2;1;;4;1;;1;2;2;4;3;3;2;3;3;1;2;99;3;3;3;2;3;;2;2;3;;2;;5;;5;1;2;2;2;3;;;;;;;;;;;;1;3;3;2;3;;;4;;1;;8;;5;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3;1;4;4;1;5;5;3;2;99;2;2;3;8;6;3;13;2;1;5;;;;;;;2;;1;2;1;4;6;2;1;;;;0,873905
AG1952;51913;1;2;3;8;39;33700;7;4;8;4;2;1;1;NA;1;3;;2;1;2;1;1;1;1;99;99;99;99;99;99;NA;NA;NA;NA;NA;NA;1;4;;3;;2;;4;NA;1;1;3;4;2;2;2;2;1;1;1;2;2;2;1;1;4;2;2;3;NA;NA;3;NA;4;;6;;5;;3;NA;2;3;NA;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;1;2;3;2;2;4;2;7;2;1;1;1;1;7;6;8;2;13;1;3;10;NA;NA;NA;NA;NA;2;NA;1;2;1;4;11;4;1;NA;NA;NA;0,972655
AG1953;51945;1;4;7;7;66;46090;7;4;1;1;2;3;;;2;1;;1;2;2;2;3;3;2;3;99;2;1;99;99;3;;2;2;;;2;2;;;;;;5;1;1;2;2;3;2;2;2;2;3;2;2;2;2;2;2;2;3;3;2;3;;;4;;8;;4;;7;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1;1;4;4;2;3;3;2;6;99;6;1;3;2;5;6;3;10;8;1;13;;;;;;2;;2;3;1;4;4;97;;;;;1,163892
AG1954;51955;1;2;3;8;34;77450;1;1;5;3;1;1;1;NA;1;3;;2;2;99;2;1;3;3;1;3;3;2;99;99;1;1;1;1;NA;NA;1;2;;5;;3;;3;NA;2;2;2;2;1;1;4;4;4;1;1;4;4;1;2;3;4;2;3;2;3;1;3;NA;1;;4;;NA;;3;NA;1;3;2;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;4;1;4;4;1;6;4;3;3;2;5;5;1;7;3;8;13;1;6;2;NA;NA;NA;NA;NA;NA;2;NA;1;4;3;3;10;5;3;2;1;NA;0,92385
AG1955;52057;1;4;7;5;71;59155;4;3;8;4;1;3;;;2;1;;1;2;2;3;4;3;2;1;99;1;2;99;99;4;;3;3;;;3;2;;4;;5;;5;1;1;2;99;5;1;1;2;2;3;1;1;1;4;1;1;1;3;3;1;4;;;4;;8;;10;;9;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;6;1;4;4;1;5;5;4;6;99;1;1;1;6;1;3;5;7;10;8;13;2;;;;;2;;2;2;1;4;5;97;;;;;0,955635
AG1956;52183;2;2;5;3;30;52100;6;3;5;3;1;2;2;;1;1;;1;1;2;4;2;2;3;3;99;1;1;3;1;3;;4;3;4;4;4;2;;;;;;4;1;2;2;99;1;1;1;4;4;3;2;2;3;4;2;2;2;3;3;2;4;;;4;;10;;4;;;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;7;1;3;3;2;2;2;5;3;99;98;98;3;8;6;13;5;3;2;1;;;;;;;2;;2;1;;1;4;97;;;;;0,847484
AG1957;52186;1;2;5;2;32;1990;8;5;1;1;1;2;1;NA;3;4;;2;2;2;2;1;1;3;2;99;2;2;1;3;1;NA;2;2;3;4;2;3;;NA;;NA;;2;NA;2;2;2;5;2;1;3;2;2;3;3;2;3;3;2;3;3;4;3;3;NA;NA;3;NA;2;;NA;;NA;;2;NA;2;3;NA;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;NA;2;3;2;2;2;1;4;3;2;3;3;3;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;3;1;NA;1;2;1;NA;NA;NA;NA;1,073954
AG1958;52198;2;3;4;4;51;22360;3;2;6;3;2;1;1;NA;1;2;;2;1;2;4;3;2;2;3;99;1;1;1;2;3;NA;2;3;3;3;3;2;;3;;4;;5;NA;2;1;99;3;2;2;2;2;2;2;2;2;3;3;2;2;3;3;1;3;NA;NA;3;NA;4;;5;;6;;3;NA;1;3;2;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;7;1;4;4;1;4;3;7;1;99;2;2;2;3;6;5;8;13;1;NA;NA;NA;NA;NA;NA;NA;2;NA;2;2;2;3;7;97;NA;NA;NA;NA;0,885042
AG1959;52205;2;2;8;3;40;89460;6;3;1;1;1;3;;2;2;1;;1;1;99;4;2;2;2;2;99;3;99;99;99;4;;4;;;;2;2;;5;;4;;5;99;1;2;99;6;1;3;3;3;3;2;1;2;3;2;1;3;3;3;2;3;;;4;;4;;5;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4;1;3;3;1;4;5;6;3;1;4;4;1;2;8;3;7;6;1;10;5;13;;;;;2;;2;4;3;4;5;97;;;;;1,342667
AG1960;52205;2;2;8;3;40;89460;6;3;1;1;1;3;;2;2;1;;1;1;99;4;2;2;2;2;99;3;99;99;99;4;;4;;;;2;2;;5;;4;;5;99;1;2;99;6;1;3;3;3;3;2;1;2;3;2;1;3;3;3;2;3;;;4;;4;;5;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4;1;3;3;1;4;5;6;3;1;4;4;1;2;8;3;7;6;1;10;5;13;;;;;2;;2;4;3;4;5;97;;;;;1,342667
AG1961;52205;2;2;8;3;40;89460;6;3;1;1;1;3;;2;2;1;;1;1;99;4;2;2;2;2;99;3;99;99;99;4;;4;;;;2;2;;5;;4;;5;99;1;2;99;6;1;3;3;3;3;2;1;2;3;2;1;3;3;3;2;3;;;4;;4;;5;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4;1;3;3;1;4;5;6;3;1;4;4;1;2;8;3;7;6;1;10;5;13;;;;;2;;2;4;3;4;5;97;;;;;1,342667
AG1962;52209;2;2;4;7;38;13009;9;5;8;4;3;1;1;;2;1;;1;2;2;3;3;4;2;2;2;1;1;2;2;3;2;3;3;2;3;2;98;emp√çcher le march√à europ√àen √ànerg√àtique, interdire les sp√àculations sur l'√ànergie;;;;;5;1;1;2;2;4;2;2;3;4;4;1;1;3;1;1;1;3;3;3;1;3;;;3;;7;;6;;1;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;5;1;3;4;2;3;3;5;1;1;1;1;1;8;13;5;2;3;7;10;6;;;;;;2;;2;4;3;1;7;3;2;5;;;0,899654
AG1963;52277;1;2;5;6;43;3000;8;5;5;3;1;2;1;;2;1;;1;1;99;4;1;1;1;1;99;1;1;1;1;1;;1;1;4;4;1;98;Que l √àtat fasse baisser les prix de l √àlectricit√à;;;;;5;99;1;2;4;9;1;1;4;4;3;1;1;2;4;2;1;3;1;1;4;2;1;4;2;50;;;;;;;1;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1;1;4;1;1;7;5;6;4;99;1;1;1;1;13;8;11;7;3;6;2;10;;;;;2;;1;4;3;3;8;3;5;1;4;;0,896358
AG1964;52277;1;2;5;6;43;3000;8;5;5;3;1;2;1;;2;1;;1;1;99;4;1;1;1;1;99;1;1;1;1;1;;1;1;4;4;1;98;Que l √àtat fasse baisser les prix de l √àlectricit√à;;;;;5;99;1;2;4;9;1;1;4;4;3;1;1;2;4;2;1;3;1;1;4;2;1;4;2;50;;;;;;;1;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1;1;4;1;1;7;5;6;4;99;1;1;1;1;13;8;11;7;3;6;2;10;;;;;2;;1;4;3;3;8;3;5;1;4;;0,896358
